PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,Unnamed: 0,StartUpCost_pu,NoLoadCost_pu,Nunits,CHPPowerLossFactor,CHPMaxHeat,InitialPower,Type,JRC_id,RampUpMax,RampDownMax,RampStartUpMaximum,RampShutDownMaximum,CostFixed
112.0,Den Haag,NL,COMC,GAS,0.525,5.0,1.0,0.0997321429,0.0997321429,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
108.0,Windpark Egmond aan Zee,NL,WTOF,WIN,1.0,0.0,0.0,1.2962962963,1.2962962963,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
103.0,Merwedekanaal 11,NL,COMC,GAS,0.525,5.0,1.0,0.1084466019,0.1084466019,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
1429.0,DispaSET PHOT_NL,NL,PHOT,SUN,1.0,0.0,0.0,0.6298110567,0.6298110567,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
249.0,DispaSET WindOff_NL,NL,WTOF,WIN,1.0,0.0,0.0,0.562248996,0.562248996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
3042.0,DispaSET WindOn_NL,NL,WTON,WIN,1.0,0.0,0.0,0.0443786982,0.0443786982,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
398.0,DispaSET Biomass_NL,NL,STUR,BIO,0.45,8.0,6.0,0.0125628141,0.0125628141,2000.0,0.0,0.0,0.2,0.45,7.0,0.0,,,,,,,,,,,,,,,,,,,,
8500.0,DispaSET FossilGas_NL 1,NL,COMC,GAS,0.525,5.0,1.0,0.0013141176,0.0013141176,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
2000.0,DispaSET FossilGas_NL 2,NL,COMC,GAS,0.525,5.0,1.0,0.005585,0.005585,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
2000.0,DispaSET FossilGas_NL 3,NL,COMC,GAS,0.525,5.0,1.0,0.005585,0.005585,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
2000.0,DispaSET FossilGas_NL 4,NL,COMC,GAS,0.525,5.0,1.0,0.005585,0.005585,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
640.0,Claus A,NL,COMC,GAS,0.525,5.0,1.0,0.016330409,0.016330409,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
1280.0,Claus C,NL,COMC,GAS,0.585,5.0,1.0,0.008423831,0.008423831,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
777.0,Eemshaven 1,NL,STUR,HRD,0.46,8.0,6.0,0.006839945,0.006839945,117242.17,0.0,0.0,0.5,0.395,7.0,0.8,,,,,,,,,,,,,,,,,,,,
777.0,Eemshaven 2,NL,STUR,HRD,0.46,8.0,6.0,0.006839945,0.006839945,117242.17,0.0,0.0,0.5,0.395,7.0,0.8,,,,,,,,,,,,,,,,,,,,
430.0,Eemshaven 3,NL,COMC,GAS,0.58,5.0,1.0,0.025678161,0.025678161,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
430.0,Eemshaven 4,NL,COMC,GAS,0.58,5.0,1.0,0.025678161,0.025678161,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
430.0,Eemshaven 5,NL,COMC,GAS,0.58,5.0,1.0,0.025678161,0.025678161,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
800.0,Maasvlakte,NL,STUR,HRD,0.395,8.0,6.0,0.006839945,0.006839945,117242.17,0.0,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
459.0,Velsen 1,NL,COMC,GAS,0.525,5.0,1.0,0.024495614,0.024495614,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
361.0,Velsen 2,NL,COMC,GAS,0.525,5.0,1.0,0.030941828,0.030941828,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
435.0,Sloecentrale 1,NL,COMC,GAS,0.587,5.0,1.0,0.025678161,0.025678161,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
435.0,Sloecentrale 2,NL,COMC,GAS,0.587,5.0,1.0,0.025678161,0.025678161,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
435.0,Enecogen 1,NL,COMC,GAS,0.59,5.0,1.0,0.025678161,0.025678161,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
435.0,Enecogen 2,NL,COMC,GAS,0.59,5.0,1.0,0.025678161,0.025678161,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
820.0,Rijnmond,NL,COMC,GAS,0.5,5.0,1.0,0.013297619,0.013297619,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
358.2,Moerdijk I,NL,COMC,GAS,0.525,5.0,1.0,0.031114206,0.031114206,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,Steam,2.8,,,,,,,,,,,,,,,,,,
430.0,Moerdijk II,NL,COMC,GAS,0.58,5.0,1.0,0.026159251,0.026159251,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
800.0,MVL380 CR10,NL,STUR,HRD,0.395,8.0,6.0,0.006839945,0.006839945,117242.17,0.0,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
249.0,Diemen,NL,COMC,GAS,0.525,5.0,1.0,0.016330409,0.016330409,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
435.0,Diemen 34,NL,COMC,GAS,0.59,5.0,1.0,0.025678161,0.025678161,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,DHN,1.6730769231,,,,,,,,,,,,,,,,,,
640.0,Amer,NL,STUR,HRD,0.395,8.0,6.0,0.00777605,0.00777605,117242.17,0.0,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
520.0,Maasvlakte 1,NL,STUR,HRD,0.395,8.0,6.0,0.012254902,0.012254902,117242.17,0.0,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
520.0,Maasvlakte 2,NL,STUR,HRD,0.395,8.0,6.0,0.012254902,0.012254902,117242.17,0.0,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
480.0,Borssele 30,NL,STUR,NUC,0.405,24.0,24.0,0.006971545,0.006971545,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,,,,,
475.0,TNZ150 ELSTA,NL,COMC,GAS,0.55,5.0,1.0,0.024495614,0.024495614,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
435.0,LLS150FL-5,NL,COMC,GAS,0.55,5.0,1.0,0.025560641,0.025560641,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
435.0,LLS380 FL-4,NL,COMC,GAS,0.525,5.0,1.0,0.025678161,0.025678161,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
428.0,Rijnmond II,NL,COMC,GAS,0.525,5.0,1.0,0.026159251,0.026159251,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
403.0,Borssele 12,NL,STUR,HRD,0.395,8.0,6.0,0.012254902,0.012254902,117242.17,0.0,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
355.0,eem220-ec-5,NL,COMC,GAS,0.55,5.0,1.0,0.030941828,0.030941828,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
355.0,eem380-ec-7,NL,COMC,GAS,0.55,5.0,1.0,0.031027778,0.031027778,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
355.0,eem220-ec-4,NL,COMC,GAS,0.55,5.0,1.0,0.031114206,0.031114206,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
355.0,eem220-ec-3,NL,COMC,GAS,0.55,5.0,1.0,0.031114206,0.031114206,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
355.0,eem380-ec-6,NL,COMC,GAS,0.55,5.0,1.0,0.031114206,0.031114206,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
260.0,Centrale Lage Weide,NL,COMC,GAS,0.55,5.0,1.0,0.045222672,0.045222672,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
220.0,RoCa,NL,COMC,GAS,0.55,5.0,1.0,0.050772727,0.050772727,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
231.0,Swentibold,NL,COMC,GAS,0.55,5.0,1.0,0.053444976,0.053444976,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
430.0,GDFSUEZ_NL_EC-22 1,NL,COMC,GAS,0.55,5.0,1.0,0.025678161,0.025678161,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
430.0,GDFSUEZ_NL_EC-22 2,NL,COMC,GAS,0.55,5.0,1.0,0.025678161,0.025678161,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
430.0,GDFSUEZ_NL_EC-22 3,NL,COMC,GAS,0.55,5.0,1.0,0.025678161,0.025678161,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
64.3,Pergen 2,NL,COMC,GAS,0.525,5.0,1.0,0.108446602,0.108446602,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
64.3,Pergen 1,NL,COMC,GAS,0.525,5.0,1.0,0.108446602,0.108446602,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
122.0,Den Haag,NL,COMC,GAS,0.55,5.0,1.0,0.099732143,0.099732143,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
103.0,Merwedekanaal 11,NL,COMC,GAS,0.55,5.0,1.0,0.108446602,0.108446602,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
1355.0,ds_PHOT_NL,NL,PHOT,SUN,1.0,0.0,0.0,0.629811057,0.629811057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
180.0,ds_WTOF_NL,NL,WTOF,WIN,1.0,0.0,0.0,0.562248996,0.562248996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
3251.0,ds_WTON_NL,NL,WTON,WIN,1.0,0.0,0.0,0.044378698,0.044378698,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
400.0,ds_Biomass_NL,NL,STUR,BIO,0.45,8.0,6.0,0.012562814,0.012562814,2000.0,0.0,0.0,0.2,0.45,7.0,0.0,,,,,,,,,,,,,,,,,,,,
491.0,ds_Gas_NL,NL,COMC,GAS,0.525,5.0,1.0,0.001314118,0.001314118,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
602.0,Gelderland 13,NL,STUR,HRD,0.395,8.0,6.0,0.00777605,0.00777605,117242.17,0.0,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
145.2,Bergum 30,NL,COMC,GAS,0.525,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
630.0,Hemweg 8,NL,STUR,HRD,0.395,8.0,6.0,0.00777605,0.00777605,117242.17,0.0,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
435.0,Hemweg 9,NL,COMC,GAS,0.59,5.0,1.0,0.024495614,0.024495614,117242.17,0.0,0.0,0.4,0.395,1.0,0.45,,,,,,,,,,,,,,,,,,,,
144.0,Ijmuiden GT1,NL,GTUR,GAS,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,,,,,,,,,,,,,,,,,,,
645.0,Amer 81,NL,STUR,HRD,0.395,8.0,6.0,0.00777605,0.00777605,117242.17,0.0,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
350.0,Akzo Delesto CC-2,NL,COMC,GAS,0.525,5.0,1.0,0.031114206,0.031114206,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
2776.0,EVs,NL,BEVS,OTH,0.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,,,5553.0,0.0,2276.0,0.95,,,,,,,,,,,,,,
165.3777473,NL_STUR_BIO,NL,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,,,,,NL_STUR_BIO,120,12.5,2.0,0.0,165.3777473,,,,,,,,
411.2053825,NL_COMC_GAS,NL,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,NL_COMC_GAS,55,0.0,38.0,,,,,,,,,,
63.45855152,NL_GTUR_GAS,NL,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,NL_GTUR_GAS,0,0.0,51.0,,,,,,,,,,
110.1086316,NL_STUR_GAS,NL,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,,0.0,0.4,0.38,0.0,0.0,,,,,,,NL_STUR_GAS,0,0.0,8.0,,,,,,,,,,
707.25,NL_STUR_HRD,NL,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,,0.0,0.3,0.46,2.0,0.81,,,,,,,NL_STUR_HRD,65,0.0,8.0,,,,,,,,,,
2039.0,NL_PHOT_SUN,NL,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,NL_PHOT_SUN,0,0.0,1.0,,,,,,,,,,
638.0,NL_WTOF_WIN,NL,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,NL_WTOF_WIN,0,0.0,1.0,,,,,,,,,,
3479.0,NL_WTON_WIN,NL,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,NL_WTON_WIN,0,0.0,1.0,,,,,,,,,,
46.63118046,NL_STUR_WST,NL,STUR,WST,0.2,0.0,0.0,0.02,0.02,,,0.0,0.0,0.2,0.0,0.0,,,,,,,NL_STUR_WST,0,0.0,11.0,,,,,,,,,,
161.9204087,PT_STUR_BIO,PT,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,,,,,PT_STUR_BIO,120,12.5,2.0,0.0,161.9204087,,,,,,,,
394.2800561,PT_COMC_GAS,PT,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,PT_COMC_GAS,55,0.0,9.0,,,,,,,,,,
58.04818301,PT_GTUR_GAS,PT,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,PT_GTUR_GAS,0,0.0,7.0,,,,,,,,,,
9.815312958,PT_ICEN_GAS,PT,ICEN,GAS,0.49,0.0,0.0,1.0,1.0,,,0.0,0.3,0.49,0.0,0.489795918,,,,,,,PT_ICEN_GAS,0,0.0,38.0,,,,,,,,,,
61.69426771,PT_STUR_GAS,PT,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,,0.0,0.4,0.38,0.0,0.0,,,,,,,PT_STUR_GAS,0,0.0,1.0,,,,,,,,,,
585.3333333,PT_STUR_HRD,PT,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,,0.0,0.3,0.46,2.0,0.81,,,,,,,PT_STUR_HRD,65,0.0,3.0,,,,,,,,,,
439.0,PT_PHOT_SUN,PT,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,PT_PHOT_SUN,0,0.0,1.0,,,,,,,,,,
2986.8,PT_HROR_WAT,PT,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,PT_HROR_WAT,0,0.0,1.0,,,,,,,,,,
3134.3,PT_HPHS_WAT,PT,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,,0.0,0.0,1.0,0.0,0.0,,,2897771.0,0.0,1623.4,0.8,PT_HPHS_WAT,0,0.0,1.0,,,,,,,,,,
5045.0,PT_WTON_WIN,PT,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,PT_WTON_WIN,0,0.0,1.0,,,,,,,,,,
274.0,AGIOS DIMITRIOS 1,EL,STUR,LIG,0.3574,6.0,6.0,0.010948905,0.01459854,60000.0,0.0,0.0,0.547445255,0.3284,6.0,1.34,,,,,,,,,,,,,274,,,,,,,
274.0,AGIOS DIMITRIOS 2,EL,STUR,LIG,0.3574,6.0,6.0,0.010948905,0.01459854,60000.0,0.0,0.0,0.547445255,0.3284,6.0,1.34,,,,,,,,,,,,,274,,,,,,,
283.0,AGIOS DIMITRIOS 3,EL,STUR,LIG,0.3588,6.0,6.0,0.010600707,0.014134276,60000.0,0.0,0.0,0.54770318,0.3297,6.0,1.34,,,,,,,,,,,,,283,,,,,,,
283.0,AGIOS DIMITRIOS 4,EL,STUR,LIG,0.3594,6.0,6.0,0.010600707,0.014134276,60000.0,0.0,0.0,0.54770318,0.3303,6.0,1.34,,,,,,,,,,,,,283,,,,,,,
342.0,AGIOS DIMITRIOS 5,EL,STUR,LIG,0.37,6.0,6.0,0.00877193,0.011695906,60000.0,0.0,0.0,0.549707602,0.34,6.0,1.34,,,,,,,,,,,,,342,,,,,,,
417.0,ALIVERI 5 CC 1,EL,COMC,GAS,0.585,2.0,2.0,0.032142857,0.032142857,15000.0,0.0,0.0,0.436450839,0.43875,2.0,0.44,,,,,,,,,,,,,417,,,,,,,
273.0,AMYNTAIO 2,EL,STUR,LIG,0.3591,6.0,6.0,0.010989011,0.014652015,60000.0,0.0,0.0,0.549450549,0.33,6.0,1.31,,,,,,,,,,,,,273,,,,,,,
273.0,AMYNTAIO 1,EL,STUR,LIG,0.3597,6.0,6.0,0.010989011,0.014652015,60000.0,0.0,0.0,0.549450549,0.3305,6.0,1.31,,,,,,,,,,,,,273,,,,,,,
275.0,KARDIA 1,EL,STUR,LIG,0.3517,6.0,6.0,0.010909091,0.018181818,60000.0,0.0,0.0,0.549090909,0.3232,6.0,1.32,,,,,,,,,,,,,275,,,,,,,
280.0,KARDIA 3,EL,STUR,LIG,0.3517,6.0,6.0,0.010909091,0.018181818,60000.0,0.0,0.0,0.55,0.3232,6.0,1.32,,,,,,,,,,,,,280,,,,,,,
275.0,KARDIA 2,EL,STUR,LIG,0.3549,6.0,6.0,0.010714286,0.017857143,60000.0,0.0,0.0,0.549090909,0.3261,6.0,1.32,,,,,,,,,,,,,275,,,,,,,
280.0,KARDIA 4,EL,STUR,LIG,0.3555,6.0,6.0,0.010714286,0.017857143,60000.0,0.0,0.0,0.55,0.3267,6.0,1.32,,,,,,,,,,,,,280,,,,,,,
476.0,[KOMOTINI-1 GT 1;KOMOTINI-1 GT 2;KOMOTINI-1 SC 1],EL,COMC,GAS,0.52,2.0,2.0,0.021008403,0.021008403,15000.0,0.0,0.0,0.273109244,0.39,2.0,0.44,,,,,,,,,,,,,476,,,,,,,
550.0,[LAVRIO-IV GT 1;LAVRIO-IV GT 2;LAVRIO-IV GT 3;LAVRIO-IV SC 1],EL,COMC,GAS,0.51,2.0,2.0,0.021818182,0.021818182,15000.0,0.0,0.0,0.170909091,0.3825,2.0,0.44,,,,,,,,,,,,,550,,,,,,,
378.0,LAVRIO-V CC 1,EL,COMC,GAS,0.562,2.0,2.0,0.027777778,0.027777778,15000.0,0.0,0.0,0.582010582,0.4215,2.0,0.44,,,,,,,,,,,,,378,,,,,,,
255.0,MEGALOPOLIS-A NO 3,EL,STUR,LIG,0.3517,6.0,6.0,0.011764706,0.019607843,60000.0,0.0,0.0,0.603921569,0.3232,6.0,1.49,,,,,,,,,,,,,255,,,,,,,
256.0,MEGALOPOLIS-A NO 4,EL,STUR,LIG,0.3623,6.0,6.0,0.01171875,0.01953125,60000.0,0.0,0.0,0.76171875,0.3329,6.0,1.49,,,,,,,,,,,,,256,,,,,,,
845.0,MEGALOPOLIS-A NO 5,EL,STUR,LIG,0.38,6.0,6.0,0.01171875,0.01953125,60000.0,0.0,0.0,0.295857988,0.35,6.0,1.49,,,,,,,,,,,,,845,,,,,,,
289.0,FLORINA 1,EL,STUR,LIG,0.3701,6.0,6.0,0.010380623,0.01384083,60000.0,0.0,0.0,0.522491349,0.3401,6.0,0.94,,,,,,,,,,,,,289,,,,,,,
274.0,PTOLEMAIS 4,EL,STUR,LIG,0.3504,6.0,6.0,0.010948905,0.016423358,60000.0,0.0,0.0,0.547445255,0.322,6.0,1.31,,,,,,,,,,,,,274,,,,,,,
334.0,[AGIOS NIKOLAOS POWER CC-1 GT 1;AGIOS NIKOLAOS POWER CC-1 GT 2;AGIOS NIKOLAOS POWER CC-1 SC 1],EL,COMC,GAS,0.4493,2.0,2.0,0.038709677,0.038709677,15000.0,0.0,0.0,0.389221557,0.336975,2.0,0.44,,,,,,,,,,,,,334,,,,,,,
410.0,[THISVI ELPEDISON GT 1;THISVI ELPEDISON SC 1],EL,COMC,GAS,0.56,2.0,2.0,0.024390244,0.024390244,15000.0,0.0,0.0,0.56097561,0.42,2.0,0.44,,,,,,,,,,,,,410,,,,,,,
400.0,[THESSALONIKI POWER GT 1;THESSALONIKI POWER SC 1],EL,COMC,GAS,0.561,2.0,2.0,0.023076923,0.023076923,15000.0,0.0,0.0,0.55,0.42075,2.0,0.44,,,,,,,,,,,,,400,,,,,,,
422.0,THIVA HERON-2 CC 1,EL,COMC,GAS,0.57,2.0,2.0,0.028436019,0.028436019,15000.0,0.0,0.0,0.462085308,0.4275,2.0,0.44,,,,,,,,,,,,,422,,,,,,,
49.0,THIVA HERON-1 GT 1,EL,GTUR,GAS,0.39,1.0,1.0,0.06122449,0.163265306,4000.0,0.0,0.0,0.204081633,0.273,2.0,0.44,,,,,,,,,,,,,0,,,,,,,
49.0,THIVA HERON-1 GT 2,EL,GTUR,GAS,0.39,1.0,1.0,0.06122449,0.163265306,4000.0,0.0,0.0,0.204081633,0.273,2.0,0.44,,,,,,,,,,,,,0,,,,,,,
49.0,THIVA HERON-1 GT 3,EL,GTUR,GAS,0.39,1.0,1.0,0.06122449,0.163265306,4000.0,0.0,0.0,0.204081633,0.273,2.0,0.44,,,,,,,,,,,,,0,,,,,,,
154.0,[ILARIONAS 1;ILARIONAS 2;ILARIONAS A1],EL,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,95550.0,,,,,,,,,,0,,,,,,,
433.0,KORINTHOS POWER CC 1,EL,COMC,GAS,0.58,2.0,2.0,0.032258065,0.032258065,15000.0,0.0,0.0,0.45034642,0.435,2.0,0.44,,,,,,,,,,,,,0,,,,,,,
432.0,AGIOS NIKOLAOS POWER CC-2 CC 1,EL,COMC,GAS,0.58,2.0,2.0,0.03235498,0.03235498,15000.0,0.0,0.0,0.451388889,0.435,2.0,0.44,,,,,,,,,,,,,0,,,,,,,
384.0,THISAVROS,EL,HPHS,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,264545.5556,,100.0,0.8,,,,,,,0,,,,,,,
50.0,[AGRAS 1;AGRAS 2],EL,HROR,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,0.0,,,,,,,,,,0,,,,,,,
108.0,[ASSOMATA 1;ASSOMATA 2],EL,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,1415.555556,,,,,,,,,,0,,,,,,,
19.0,EDESSAIOS 1,EL,HROR,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,0.0,,,,,,,,,,0,,,,,,,
8.5,GHIONA 1,EL,HROR,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,0.0,,,,,,,,,,0,,,,,,,
4.8,[GLAFKOS-II NO1;GLAFKOS-II NO2],EL,HROR,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,0.0,,,,,,,,,,0,,,,,,,
320.0,[KASTRAKI 1;KASTRAKI 2;KASTRAKI 3;KASTRAKI 4],EL,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,13850.66667,,,,,,,,,,0,,,,,,,
437.0,[KREMASTA 1;KREMASTA 2;KREMASTA 3;KREMASTA 4],EL,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,1482250.0,,,,,,,,,,0,,,,,,,
70.0,LADONAS,EL,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,7012.444444,,,,,,,,,,0,,,,,,,
10.3,[LOUROS 1;LOUROS 2;LOUROS 3],EL,HROR,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,0.0,,,,,,,,,,0,,,,,,,
10.8,[MAKROHORI-I NO 1;MAKROHORI-I NO 2;MAKROHORI-I NO 3],EL,HROR,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,0.0,,,,,,,,,,0,,,,,,,
130.0,[PLASTIRA 1;PLASTIRA 2;PLASTIRA 3],EL,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,67783.33333,,,,,,,,,,0,,,,,,,
210.0,[PIGAI AOOS 1;PIGAI AOOS 2],EL,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,30576.0,,,,,,,,,,0,,,,,,,
