index,SK -> HU,SK -> CZ,SK -> PL
2023-01-03 07:00:00+0000,2102.0,0.0,0.0
2023-01-03 08:00:00+0000,2119.0,0.0,0.0
2023-01-03 09:00:00+0000,2048.0,0.0,0.0
2023-01-03 10:00:00+0000,2113.0,0.0,0.0
2023-01-03 11:00:00+0000,2061.0,0.0,0.0
2023-01-03 12:00:00+0000,2012.0,0.0,0.0
2023-01-03 13:00:00+0000,2278.0,0.0,0.0
2023-01-03 14:00:00+0000,2541.0,0.0,0.0
2023-01-03 15:00:00+0000,2630.0,0.0,0.0
2023-01-03 16:00:00+0000,2588.0,0.0,0.0
2023-01-03 17:00:00+0000,2570.0,0.0,0.0
2023-01-03 18:00:00+0000,2532.0,0.0,0.0
2023-01-03 19:00:00+0000,2514.0,0.0,0.0
2023-01-03 20:00:00+0000,2520.0,0.0,0.0
2023-01-03 21:00:00+0000,2506.0,0.0,0.0
2023-01-03 22:00:00+0000,2505.0,0.0,0.0
2023-01-03 23:00:00+0000,2355.0,0.0,0.0
2023-01-04 00:00:00+0000,2258.0,0.0,0.0
2023-01-04 01:00:00+0000,1989.0,0.0,0.0
2023-01-04 02:00:00+0000,2002.0,0.0,0.0
2023-01-04 03:00:00+0000,2157.0,0.0,0.0
2023-01-04 04:00:00+0000,2440.0,0.0,0.0
2023-01-04 05:00:00+0000,2451.0,0.0,0.0
2023-01-04 06:00:00+0000,2599.0,0.0,0.0
2023-01-04 07:00:00+0000,2499.0,0.0,0.0
2023-01-04 08:00:00+0000,2377.0,0.0,0.0
2023-01-04 09:00:00+0000,2269.0,0.0,0.0
2023-01-04 10:00:00+0000,2083.0,0.0,0.0
2023-01-04 11:00:00+0000,2074.0,0.0,0.0
2023-01-04 12:00:00+0000,1797.0,0.0,0.0
2023-01-04 13:00:00+0000,1818.0,0.0,0.0
2023-01-04 14:00:00+0000,1936.0,0.0,0.0
2023-01-04 15:00:00+0000,2157.0,0.0,0.0
2023-01-04 16:00:00+0000,2554.0,0.0,0.0
2023-01-04 17:00:00+0000,2319.0,0.0,0.0
2023-01-04 18:00:00+0000,2331.0,0.0,0.0
2023-01-04 19:00:00+0000,2408.0,0.0,0.0
2023-01-04 20:00:00+0000,2462.0,0.0,0.0
2023-01-04 21:00:00+0000,2696.0,0.0,0.0
2023-01-04 22:00:00+0000,2805.0,0.0,0.0
2023-01-04 23:00:00+0000,2689.0,0.0,0.0
2023-01-05 00:00:00+0000,2395.0,0.0,0.0
2023-01-05 01:00:00+0000,2295.0,0.0,0.0
2023-01-05 02:00:00+0000,2171.0,0.0,0.0
2023-01-05 03:00:00+0000,2178.0,0.0,0.0
2023-01-05 04:00:00+0000,2512.0,0.0,0.0
2023-01-05 05:00:00+0000,2366.0,0.0,0.0
2023-01-05 06:00:00+0000,2297.0,0.0,0.0
2023-01-05 07:00:00+0000,2089.0,0.0,0.0
2023-01-05 08:00:00+0000,2089.0,0.0,0.0
2023-01-05 09:00:00+0000,2005.0,0.0,0.0
2023-01-05 10:00:00+0000,2053.0,0.0,0.0
2023-01-05 11:00:00+0000,2101.0,0.0,0.0
2023-01-05 12:00:00+0000,2010.0,0.0,0.0
2023-01-05 13:00:00+0000,1867.0,0.0,0.0
2023-01-05 14:00:00+0000,1933.0,0.0,0.0
2023-01-05 15:00:00+0000,1788.0,0.0,0.0
2023-01-05 16:00:00+0000,1636.0,0.0,0.0
2023-01-05 17:00:00+0000,1601.0,0.0,0.0
2023-01-05 18:00:00+0000,1543.0,0.0,0.0
2023-01-05 19:00:00+0000,1446.0,0.0,0.0
2023-01-05 20:00:00+0000,1532.0,0.0,0.0
2023-01-05 21:00:00+0000,1637.0,0.0,0.0
2023-01-05 22:00:00+0000,1777.0,0.0,0.0
2023-01-05 23:00:00+0000,2091.0,0.0,0.0
2023-01-06 00:00:00+0000,1877.0,0.0,0.0
2023-01-06 01:00:00+0000,1879.0,0.0,0.0
2023-01-06 02:00:00+0000,1787.0,0.0,0.0
2023-01-06 03:00:00+0000,2006.0,0.0,0.0
2023-01-06 04:00:00+0000,2434.0,0.0,0.0
2023-01-06 05:00:00+0000,2670.0,0.0,0.0
2023-01-06 06:00:00+0000,2503.0,0.0,0.0
2023-01-06 07:00:00+0000,2175.0,0.0,0.0
2023-01-06 08:00:00+0000,1929.0,0.0,0.0
2023-01-06 09:00:00+0000,2033.0,0.0,0.0
2023-01-06 10:00:00+0000,1924.0,0.0,0.0
2023-01-06 11:00:00+0000,2041.0,0.0,0.0
2023-01-06 12:00:00+0000,2227.0,0.0,0.0
2023-01-06 13:00:00+0000,2469.0,0.0,0.0
2023-01-06 14:00:00+0000,2797.0,0.0,0.0
2023-01-06 15:00:00+0000,3076.0,0.0,0.0
2023-01-06 16:00:00+0000,2985.0,0.0,0.0
2023-01-06 17:00:00+0000,3009.0,0.0,0.0
2023-01-06 18:00:00+0000,3020.0,0.0,0.0
2023-01-06 19:00:00+0000,2962.0,0.0,0.0
2023-01-06 20:00:00+0000,2931.0,0.0,0.0
2023-01-06 21:00:00+0000,3153.0,0.0,0.0
2023-01-06 22:00:00+0000,3226.0,0.0,0.0
2023-01-06 23:00:00+0000,3039.0,0.0,0.0
2023-01-07 00:00:00+0000,2703.0,0.0,0.0
2023-01-07 01:00:00+0000,2588.0,0.0,0.0
2023-01-07 02:00:00+0000,2438.0,0.0,0.0
2023-01-07 03:00:00+0000,2428.0,0.0,0.0
2023-01-07 04:00:00+0000,2545.0,0.0,0.0
2023-01-07 05:00:00+0000,2817.0,0.0,0.0
2023-01-07 06:00:00+0000,2837.0,0.0,0.0
2023-01-07 07:00:00+0000,2757.0,0.0,0.0
2023-01-07 08:00:00+0000,2245.0,0.0,0.0
2023-01-07 09:00:00+0000,1995.0,0.0,0.0
2023-01-07 10:00:00+0000,1865.0,0.0,0.0
2023-01-07 11:00:00+0000,1777.0,0.0,0.0
2023-01-07 12:00:00+0000,1840.0,0.0,0.0
2023-01-07 13:00:00+0000,1934.0,0.0,0.0
2023-01-07 14:00:00+0000,2203.0,0.0,0.0
2023-01-07 15:00:00+0000,2446.0,0.0,0.0
2023-01-07 16:00:00+0000,2724.0,0.0,0.0
2023-01-07 17:00:00+0000,2832.0,0.0,0.0
2023-01-07 18:00:00+0000,2644.0,0.0,0.0
2023-01-07 19:00:00+0000,2741.0,0.0,0.0
2023-01-07 20:00:00+0000,2698.0,0.0,0.0
2023-01-07 21:00:00+0000,2772.0,0.0,0.0
2023-01-07 22:00:00+0000,2742.0,0.0,0.0
2023-01-07 23:00:00+0000,2812.0,0.0,0.0
2023-01-08 00:00:00+0000,2557.0,0.0,0.0
2023-01-08 01:00:00+0000,2399.0,0.0,0.0
2023-01-08 02:00:00+0000,2347.0,0.0,0.0
2023-01-08 03:00:00+0000,2276.0,0.0,0.0
2023-01-08 04:00:00+0000,2446.0,0.0,0.0
2023-01-08 05:00:00+0000,2629.0,0.0,0.0
2023-01-08 06:00:00+0000,2613.0,0.0,0.0
2023-01-08 07:00:00+0000,2520.0,0.0,0.0
2023-01-08 08:00:00+0000,2377.0,0.0,0.0
2023-01-08 09:00:00+0000,2355.0,0.0,0.0
2023-01-08 10:00:00+0000,2150.0,0.0,0.0
2023-01-08 11:00:00+0000,2162.0,0.0,0.0
2023-01-08 12:00:00+0000,2122.0,0.0,0.0
2023-01-08 13:00:00+0000,2260.0,0.0,0.0
2023-01-08 14:00:00+0000,2594.0,0.0,0.0
2023-01-08 15:00:00+0000,2786.0,0.0,0.0
2023-01-08 16:00:00+0000,2751.0,0.0,0.0
2023-01-08 17:00:00+0000,2771.0,0.0,0.0
2023-01-08 18:00:00+0000,2711.0,0.0,0.0
2023-01-08 19:00:00+0000,2725.0,0.0,0.0
2023-01-08 20:00:00+0000,2645.0,0.0,0.0
2023-01-08 21:00:00+0000,2459.0,0.0,0.0
2023-01-08 22:00:00+0000,1976.0,0.0,0.0
2023-01-08 23:00:00+0000,1764.0,0.0,0.0
2023-01-09 00:00:00+0000,1164.0,0.0,0.0
2023-01-09 01:00:00+0000,870.0,0.0,0.0
2023-01-09 02:00:00+0000,763.0,0.0,0.0
2023-01-09 03:00:00+0000,1015.0,0.0,0.0
2023-01-09 04:00:00+0000,1577.0,0.0,0.0
2023-01-09 05:00:00+0000,1997.0,0.0,0.0
2023-01-09 06:00:00+0000,2072.0,0.0,0.0
2023-01-09 07:00:00+0000,1937.0,0.0,0.0
2023-01-09 08:00:00+0000,1807.0,0.0,0.0
2023-01-09 09:00:00+0000,1952.0,0.0,0.0
2023-01-09 10:00:00+0000,1804.0,0.0,0.0
2023-01-09 11:00:00+0000,1733.0,0.0,0.0
2023-01-09 12:00:00+0000,1716.0,0.0,0.0
2023-01-09 13:00:00+0000,1852.0,0.0,0.0
2023-01-09 14:00:00+0000,1834.0,0.0,0.0
2023-01-09 15:00:00+0000,1963.0,0.0,0.0
2023-01-09 16:00:00+0000,1862.0,0.0,0.0
2023-01-09 17:00:00+0000,1803.0,0.0,0.0
2023-01-09 18:00:00+0000,1640.0,0.0,0.0
2023-01-09 19:00:00+0000,1726.0,0.0,0.0
2023-01-09 20:00:00+0000,1623.0,0.0,0.0
2023-01-09 21:00:00+0000,1500.0,0.0,0.0
2023-01-09 22:00:00+0000,996.0,0.0,0.0
2023-01-09 23:00:00+0000,768.0,152.0,0.0
2023-01-10 00:00:00+0000,336.0,705.0,0.0
2023-01-10 01:00:00+0000,111.0,822.0,1.0
2023-01-10 02:00:00+0000,70.0,593.0,0.0
2023-01-10 03:00:00+0000,105.0,515.0,2.0
2023-01-10 04:00:00+0000,646.0,34.0,3.0
2023-01-10 05:00:00+0000,1201.0,0.0,0.0
2023-01-10 06:00:00+0000,1358.0,0.0,0.0
2023-01-10 07:00:00+0000,1125.0,0.0,0.0
2023-01-10 08:00:00+0000,926.0,0.0,0.0
2023-01-10 09:00:00+0000,764.0,0.0,0.0
2023-01-10 10:00:00+0000,767.0,0.0,0.0
2023-01-10 11:00:00+0000,875.0,0.0,0.0
2023-01-10 12:00:00+0000,882.0,0.0,0.0
2023-01-10 13:00:00+0000,1121.0,0.0,0.0
2023-01-10 14:00:00+0000,1220.0,0.0,0.0
2023-01-10 15:00:00+0000,1295.0,0.0,0.0
2023-01-10 16:00:00+0000,1362.0,0.0,0.0
2023-01-10 17:00:00+0000,1366.0,0.0,0.0
2023-01-10 18:00:00+0000,1435.0,0.0,0.0
2023-01-10 19:00:00+0000,1379.0,0.0,0.0
2023-01-10 20:00:00+0000,1436.0,0.0,0.0
2023-01-10 21:00:00+0000,1700.0,0.0,0.0
2023-01-10 22:00:00+0000,1481.0,0.0,0.0
2023-01-10 23:00:00+0000,1424.0,0.0,0.0
2023-01-11 00:00:00+0000,1295.0,0.0,0.0
2023-01-11 01:00:00+0000,1034.0,0.0,0.0
2023-01-11 02:00:00+0000,1260.0,0.0,0.0
2023-01-11 03:00:00+0000,1567.0,0.0,0.0
2023-01-11 04:00:00+0000,1941.0,0.0,0.0
2023-01-11 05:00:00+0000,2124.0,0.0,0.0
2023-01-11 06:00:00+0000,2290.0,0.0,0.0
2023-01-11 07:00:00+0000,2249.0,0.0,0.0
2023-01-11 08:00:00+0000,2068.0,0.0,0.0
2023-01-11 09:00:00+0000,1830.0,0.0,0.0
2023-01-11 10:00:00+0000,1625.0,0.0,0.0
2023-01-11 11:00:00+0000,1760.0,0.0,0.0
2023-01-11 12:00:00+0000,1802.0,0.0,0.0
2023-01-11 13:00:00+0000,1990.0,0.0,0.0
2023-01-11 14:00:00+0000,2208.0,0.0,0.0
2023-01-11 15:00:00+0000,2311.0,0.0,0.0
2023-01-11 16:00:00+0000,2328.0,0.0,0.0
2023-01-11 17:00:00+0000,2309.0,0.0,0.0
2023-01-11 18:00:00+0000,2330.0,0.0,0.0
2023-01-11 19:00:00+0000,2223.0,0.0,0.0
2023-01-11 20:00:00+0000,2215.0,0.0,0.0
2023-01-11 21:00:00+0000,2435.0,0.0,0.0
2023-01-11 22:00:00+0000,2650.0,0.0,0.0
2023-01-11 23:00:00+0000,2452.0,0.0,0.0
2023-01-12 00:00:00+0000,2388.0,0.0,0.0
2023-01-12 01:00:00+0000,2136.0,0.0,0.0
2023-01-12 02:00:00+0000,2081.0,0.0,0.0
2023-01-12 03:00:00+0000,2071.0,0.0,0.0
2023-01-12 04:00:00+0000,2191.0,0.0,0.0
2023-01-12 05:00:00+0000,2212.0,0.0,0.0
2023-01-12 06:00:00+0000,1981.0,0.0,0.0
2023-01-12 07:00:00+0000,2136.0,0.0,0.0
2023-01-12 08:00:00+0000,1966.0,0.0,0.0
2023-01-12 09:00:00+0000,1763.0,0.0,0.0
2023-01-12 10:00:00+0000,1643.0,0.0,0.0
2023-01-12 11:00:00+0000,1683.0,0.0,0.0
2023-01-12 12:00:00+0000,1704.0,0.0,0.0
2023-01-12 13:00:00+0000,1710.0,0.0,0.0
2023-01-12 14:00:00+0000,1768.0,0.0,0.0
2023-01-12 15:00:00+0000,1913.0,0.0,0.0
2023-01-12 16:00:00+0000,2169.0,0.0,0.0
2023-01-12 17:00:00+0000,2192.0,0.0,0.0
2023-01-12 18:00:00+0000,2366.0,0.0,0.0
2023-01-12 19:00:00+0000,2424.0,0.0,0.0
2023-01-12 20:00:00+0000,2637.0,0.0,0.0
2023-01-12 21:00:00+0000,2706.0,0.0,0.0
2023-01-12 22:00:00+0000,2688.0,0.0,0.0
2023-01-12 23:00:00+0000,2761.0,0.0,0.0
2023-01-13 00:00:00+0000,2594.0,0.0,0.0
2023-01-13 01:00:00+0000,2510.0,0.0,0.0
2023-01-13 02:00:00+0000,2550.0,0.0,0.0
2023-01-13 03:00:00+0000,2501.0,0.0,0.0
2023-01-13 04:00:00+0000,2653.0,0.0,0.0
2023-01-13 05:00:00+0000,2557.0,0.0,0.0
2023-01-13 06:00:00+0000,2352.0,0.0,0.0
2023-01-13 07:00:00+0000,2284.0,0.0,0.0
2023-01-13 08:00:00+0000,2050.0,0.0,0.0
2023-01-13 09:00:00+0000,2006.0,0.0,0.0
2023-01-13 10:00:00+0000,2008.0,0.0,0.0
2023-01-13 11:00:00+0000,2060.0,0.0,0.0
2023-01-13 12:00:00+0000,2158.0,0.0,0.0
2023-01-13 13:00:00+0000,2138.0,0.0,0.0
2023-01-13 14:00:00+0000,2210.0,0.0,0.0
2023-01-13 15:00:00+0000,2139.0,0.0,0.0
2023-01-13 16:00:00+0000,2278.0,0.0,0.0
2023-01-13 17:00:00+0000,2485.0,0.0,0.0
2023-01-13 18:00:00+0000,2492.0,0.0,0.0
2023-01-13 19:00:00+0000,2466.0,0.0,0.0
2023-01-13 20:00:00+0000,2531.0,0.0,0.0
2023-01-13 21:00:00+0000,2798.0,0.0,0.0
2023-01-13 22:00:00+0000,2916.0,0.0,0.0
2023-01-13 23:00:00+0000,2783.0,0.0,0.0
2023-01-14 00:00:00+0000,2804.0,0.0,0.0
2023-01-14 01:00:00+0000,2600.0,0.0,0.0
2023-01-14 02:00:00+0000,2358.0,0.0,0.0
2023-01-14 03:00:00+0000,2290.0,0.0,0.0
2023-01-14 04:00:00+0000,2334.0,0.0,0.0
2023-01-14 05:00:00+0000,2326.0,0.0,0.0
2023-01-14 06:00:00+0000,2271.0,0.0,0.0
2023-01-14 07:00:00+0000,2205.0,0.0,0.0
2023-01-14 08:00:00+0000,2279.0,0.0,0.0
2023-01-14 09:00:00+0000,2269.0,0.0,0.0
2023-01-14 10:00:00+0000,2107.0,0.0,0.0
2023-01-14 11:00:00+0000,2155.0,0.0,0.0
2023-01-14 12:00:00+0000,2165.0,0.0,0.0
2023-01-14 13:00:00+0000,2097.0,0.0,0.0
2023-01-14 14:00:00+0000,2048.0,0.0,0.0
2023-01-14 15:00:00+0000,1988.0,0.0,0.0
2023-01-14 16:00:00+0000,2254.0,0.0,0.0
2023-01-14 17:00:00+0000,2304.0,0.0,0.0
2023-01-14 18:00:00+0000,2002.0,0.0,0.0
2023-01-14 19:00:00+0000,2375.0,0.0,0.0
2023-01-14 20:00:00+0000,2514.0,0.0,0.0
2023-01-14 21:00:00+0000,2638.0,0.0,0.0
2023-01-14 22:00:00+0000,2577.0,0.0,0.0
2023-01-14 23:00:00+0000,2617.0,0.0,0.0
2023-01-15 00:00:00+0000,2340.0,0.0,0.0
2023-01-15 01:00:00+0000,2133.0,0.0,0.0
2023-01-15 02:00:00+0000,2073.0,0.0,0.0
2023-01-15 03:00:00+0000,2049.0,0.0,0.0
2023-01-15 04:00:00+0000,2086.0,0.0,0.0
2023-01-15 05:00:00+0000,2060.0,0.0,0.0
2023-01-15 06:00:00+0000,2176.0,0.0,0.0
2023-01-15 07:00:00+0000,2366.0,0.0,0.0
2023-01-15 08:00:00+0000,2446.0,0.0,0.0
2023-01-15 09:00:00+0000,2193.0,0.0,0.0
2023-01-15 10:00:00+0000,1927.0,0.0,0.0
2023-01-15 11:00:00+0000,2028.0,0.0,0.0
2023-01-15 12:00:00+0000,2088.0,0.0,0.0
2023-01-15 13:00:00+0000,1985.0,0.0,0.0
2023-01-15 14:00:00+0000,2086.0,0.0,0.0
2023-01-15 15:00:00+0000,1907.0,0.0,0.0
2023-01-15 16:00:00+0000,2113.0,0.0,0.0
2023-01-15 17:00:00+0000,2426.0,0.0,0.0
2023-01-15 18:00:00+0000,2451.0,0.0,0.0
2023-01-15 19:00:00+0000,2560.0,0.0,0.0
2023-01-15 20:00:00+0000,2514.0,0.0,0.0
2023-01-15 21:00:00+0000,2263.0,0.0,0.0
2023-01-15 22:00:00+0000,2060.0,0.0,0.0
2023-01-15 23:00:00+0000,1605.0,0.0,0.0
2023-01-16 00:00:00+0000,1323.0,0.0,0.0
2023-01-16 01:00:00+0000,1133.0,0.0,0.0
2023-01-16 02:00:00+0000,1134.0,0.0,0.0
2023-01-16 03:00:00+0000,1398.0,0.0,0.0
2023-01-16 04:00:00+0000,2007.0,0.0,0.0
2023-01-16 05:00:00+0000,1763.0,0.0,0.0
2023-01-16 06:00:00+0000,1953.0,0.0,0.0
2023-01-16 07:00:00+0000,2009.0,0.0,0.0
2023-01-16 08:00:00+0000,1951.0,0.0,0.0
2023-01-16 09:00:00+0000,1880.0,0.0,0.0
2023-01-16 10:00:00+0000,1745.0,0.0,0.0
2023-01-16 11:00:00+0000,1763.0,0.0,0.0
2023-01-16 12:00:00+0000,1668.0,0.0,0.0
2023-01-16 13:00:00+0000,1813.0,0.0,0.0
2023-01-16 14:00:00+0000,1850.0,0.0,0.0
2023-01-16 15:00:00+0000,1896.0,0.0,0.0
2023-01-16 16:00:00+0000,1796.0,0.0,0.0
2023-01-16 17:00:00+0000,1638.0,0.0,0.0
2023-01-16 18:00:00+0000,1499.0,0.0,0.0
2023-01-16 19:00:00+0000,1477.0,0.0,0.0
2023-01-16 20:00:00+0000,1625.0,0.0,0.0
2023-01-16 21:00:00+0000,1699.0,0.0,0.0
2023-01-16 22:00:00+0000,1578.0,0.0,0.0
2023-01-16 23:00:00+0000,1435.0,0.0,0.0
2023-01-17 00:00:00+0000,1212.0,0.0,0.0
2023-01-17 01:00:00+0000,1201.0,0.0,0.0
2023-01-17 02:00:00+0000,1224.0,0.0,0.0
2023-01-17 03:00:00+0000,1365.0,0.0,0.0
2023-01-17 04:00:00+0000,1865.0,0.0,0.0
2023-01-17 05:00:00+0000,1916.0,0.0,0.0
2023-01-17 06:00:00+0000,1755.0,0.0,0.0
2023-01-17 07:00:00+0000,1439.0,0.0,0.0
2023-01-17 08:00:00+0000,1116.0,0.0,0.0
2023-01-17 09:00:00+0000,1087.0,0.0,0.0
2023-01-17 10:00:00+0000,1099.0,0.0,0.0
2023-01-17 11:00:00+0000,987.0,0.0,0.0
2023-01-17 12:00:00+0000,905.0,0.0,0.0
2023-01-17 13:00:00+0000,922.0,0.0,0.0
2023-01-17 14:00:00+0000,972.0,0.0,0.0
2023-01-17 15:00:00+0000,1245.0,0.0,0.0
2023-01-17 16:00:00+0000,1141.0,0.0,0.0
2023-01-17 17:00:00+0000,958.0,0.0,0.0
2023-01-17 18:00:00+0000,780.0,0.0,0.0
2023-01-17 19:00:00+0000,921.0,0.0,0.0
2023-01-17 20:00:00+0000,1086.0,0.0,0.0
2023-01-17 21:00:00+0000,1124.0,0.0,0.0
2023-01-17 22:00:00+0000,874.0,0.0,0.0
2023-01-17 23:00:00+0000,879.0,40.0,0.0
2023-01-18 00:00:00+0000,695.0,50.0,0.0
2023-01-18 01:00:00+0000,604.0,21.0,0.0
2023-01-18 02:00:00+0000,573.0,41.0,0.0
2023-01-18 03:00:00+0000,593.0,1.0,0.0
2023-01-18 04:00:00+0000,712.0,18.0,0.0
2023-01-18 05:00:00+0000,689.0,0.0,0.0
2023-01-18 06:00:00+0000,515.0,0.0,0.0
2023-01-18 07:00:00+0000,618.0,0.0,0.0
2023-01-18 08:00:00+0000,445.0,0.0,4.0
2023-01-18 09:00:00+0000,340.0,0.0,18.0
2023-01-18 10:00:00+0000,206.0,0.0,136.0
2023-01-18 11:00:00+0000,279.0,0.0,102.0
2023-01-18 12:00:00+0000,370.0,0.0,44.0
2023-01-18 13:00:00+0000,449.0,0.0,20.0
2023-01-18 14:00:00+0000,572.0,0.0,0.0
2023-01-18 15:00:00+0000,879.0,0.0,0.0
2023-01-18 16:00:00+0000,1194.0,0.0,0.0
2023-01-18 17:00:00+0000,1086.0,0.0,0.0
2023-01-18 18:00:00+0000,1045.0,0.0,0.0
2023-01-18 19:00:00+0000,1044.0,0.0,0.0
2023-01-18 20:00:00+0000,1091.0,0.0,0.0
2023-01-18 21:00:00+0000,1167.0,0.0,0.0
2023-01-18 22:00:00+0000,1197.0,0.0,0.0
2023-01-18 23:00:00+0000,1048.0,0.0,0.0
2023-01-19 00:00:00+0000,860.0,0.0,0.0
2023-01-19 01:00:00+0000,780.0,0.0,0.0
2023-01-19 02:00:00+0000,625.0,0.0,0.0
2023-01-19 03:00:00+0000,370.0,0.0,13.0
2023-01-19 04:00:00+0000,616.0,0.0,20.0
2023-01-19 05:00:00+0000,620.0,0.0,0.0
2023-01-19 06:00:00+0000,520.0,0.0,0.0
2023-01-19 07:00:00+0000,390.0,0.0,3.0
2023-01-19 08:00:00+0000,295.0,0.0,11.0
2023-01-19 09:00:00+0000,263.0,0.0,15.0
2023-01-19 10:00:00+0000,447.0,0.0,0.0
2023-01-19 11:00:00+0000,353.0,0.0,8.0
2023-01-19 12:00:00+0000,398.0,0.0,13.0
2023-01-19 13:00:00+0000,408.0,0.0,26.0
2023-01-19 14:00:00+0000,501.0,0.0,12.0
2023-01-19 15:00:00+0000,655.0,0.0,1.0
2023-01-19 16:00:00+0000,826.0,0.0,0.0
2023-01-19 17:00:00+0000,766.0,0.0,0.0
2023-01-19 18:00:00+0000,634.0,0.0,0.0
2023-01-19 19:00:00+0000,807.0,0.0,0.0
2023-01-19 20:00:00+0000,846.0,0.0,0.0
2023-01-19 21:00:00+0000,702.0,0.0,0.0
2023-01-19 22:00:00+0000,674.0,0.0,5.0
2023-01-19 23:00:00+0000,462.0,75.0,1.0
2023-01-20 00:00:00+0000,355.0,250.0,0.0
2023-01-20 01:00:00+0000,204.0,238.0,0.0
2023-01-20 02:00:00+0000,93.0,335.0,0.0
2023-01-20 03:00:00+0000,147.0,266.0,0.0
2023-01-20 04:00:00+0000,327.0,67.0,0.0
2023-01-20 05:00:00+0000,728.0,0.0,0.0
2023-01-20 06:00:00+0000,691.0,0.0,0.0
2023-01-20 07:00:00+0000,646.0,0.0,0.0
2023-01-20 08:00:00+0000,454.0,0.0,0.0
2023-01-20 09:00:00+0000,378.0,0.0,0.0
2023-01-20 10:00:00+0000,472.0,0.0,0.0
2023-01-20 11:00:00+0000,326.0,0.0,0.0
2023-01-20 12:00:00+0000,277.0,0.0,2.0
2023-01-20 13:00:00+0000,327.0,0.0,4.0
2023-01-20 14:00:00+0000,378.0,0.0,0.0
2023-01-20 15:00:00+0000,356.0,0.0,0.0
2023-01-20 16:00:00+0000,361.0,0.0,0.0
2023-01-20 17:00:00+0000,349.0,0.0,0.0
2023-01-20 18:00:00+0000,362.0,0.0,0.0
2023-01-20 19:00:00+0000,334.0,0.0,0.0
2023-01-20 20:00:00+0000,504.0,0.0,0.0
2023-01-20 21:00:00+0000,590.0,0.0,0.0
2023-01-20 22:00:00+0000,681.0,0.0,0.0
2023-01-20 23:00:00+0000,535.0,95.0,0.0
2023-01-21 00:00:00+0000,551.0,203.0,0.0
2023-01-21 01:00:00+0000,533.0,221.0,0.0
2023-01-21 02:00:00+0000,448.0,267.0,0.0
2023-01-21 03:00:00+0000,436.0,125.0,0.0
2023-01-21 04:00:00+0000,722.0,86.0,0.0
2023-01-21 05:00:00+0000,1008.0,23.0,0.0
2023-01-21 06:00:00+0000,1323.0,0.0,0.0
