index,BG -> RoW,RoW -> BG,EE -> RoW,RoW -> EE,EL -> RoW,RoW -> EL,FI -> RoW,RoW -> FI,HR -> RoW,RoW -> HR,HU -> RoW,RoW -> HU,IT -> RoW,RoW -> IT,LT -> RoW,RoW -> LT,LV -> RoW,RoW -> LV,PL -> RoW,RoW -> PL,RO -> RoW,RoW -> RO,SK -> RoW,RoW -> SK
2020-01-02 07:00:00+00:00,396.0,37.0,0.0,543.0,0.0,0.0,0.0,1443.0,156.0,0.0,154.0,402.0,0.0,0.0,0.0,556.0,0.0,127.0,0.0,202.0,0.0,310.0,561.0,0.0
2020-01-02 08:00:00+00:00,450.0,3.0,0.0,520.0,0.0,0.0,0.0,1465.0,138.0,0.0,176.0,404.0,72.0,0.0,0.0,579.0,0.0,113.0,0.0,205.0,0.0,266.0,510.0,0.0
2020-01-02 09:00:00+00:00,501.0,0.0,0.0,500.0,0.0,0.0,0.0,1468.0,183.0,0.0,177.0,348.0,74.0,0.0,0.0,631.0,0.0,98.0,0.0,207.0,0.0,245.0,482.0,0.0
2020-01-02 10:00:00+00:00,579.0,0.0,0.0,514.0,0.0,0.0,0.0,1459.0,255.0,0.0,174.0,324.0,88.0,0.0,0.0,616.0,0.0,100.0,0.0,208.0,0.0,243.0,453.0,0.0
2020-01-02 11:00:00+00:00,571.0,10.0,0.0,503.0,0.0,0.0,0.0,1439.0,288.0,0.0,156.0,304.0,88.0,0.0,0.0,621.0,0.0,99.0,0.0,209.0,0.0,239.0,444.0,0.0
2020-01-02 12:00:00+00:00,538.0,17.0,0.0,495.0,0.0,0.0,0.0,1457.0,260.0,0.0,151.0,291.0,81.0,0.0,0.0,618.0,0.0,102.0,0.0,207.0,0.0,237.0,425.0,0.0
2020-01-02 13:00:00+00:00,510.0,35.0,0.0,539.0,0.0,0.0,0.0,1448.0,269.0,0.0,113.0,251.0,86.0,0.0,0.0,561.0,0.0,108.0,0.0,205.0,0.0,231.0,497.0,0.0
2020-01-02 14:00:00+00:00,351.0,43.0,0.0,570.0,0.0,0.0,0.0,1446.0,261.0,0.0,79.0,275.0,0.0,0.0,0.0,534.0,0.0,100.0,0.0,208.0,0.0,251.0,508.0,0.0
2020-01-02 15:00:00+00:00,257.0,3.0,0.0,550.0,0.0,0.0,0.0,1424.0,176.0,0.0,52.0,370.0,106.0,0.0,0.0,590.0,0.0,93.0,0.0,208.0,0.0,303.0,509.0,0.0
2020-01-02 16:00:00+00:00,325.0,0.0,0.0,530.0,0.0,0.0,0.0,1436.0,122.0,0.0,71.0,378.0,75.0,0.0,0.0,629.0,0.0,88.0,0.0,205.0,0.0,313.0,571.0,0.0
2020-01-02 17:00:00+00:00,331.0,0.0,0.0,472.0,0.0,0.0,0.0,1433.0,120.0,0.0,90.0,389.0,0.0,0.0,0.0,666.0,0.0,83.0,0.0,206.0,0.0,325.0,596.0,0.0
2020-01-02 18:00:00+00:00,323.0,0.0,0.0,465.0,0.0,0.0,0.0,1423.0,172.0,0.0,110.0,390.0,0.0,0.0,0.0,693.0,0.0,85.0,0.0,206.0,0.0,323.0,573.0,0.0
2020-01-02 19:00:00+00:00,363.0,0.0,0.0,457.0,0.0,0.0,0.0,1410.0,300.0,0.0,156.0,403.0,0.0,0.0,0.0,666.0,0.0,100.0,0.0,206.0,0.0,350.0,559.0,0.0
2020-01-02 20:00:00+00:00,555.0,0.0,0.0,435.0,0.0,0.0,0.0,1415.0,276.0,0.0,174.0,385.0,0.0,0.0,0.0,628.0,0.0,84.0,0.0,205.0,0.0,314.0,594.0,0.0
2020-01-02 21:00:00+00:00,794.0,0.0,0.0,414.0,0.0,0.0,0.0,1399.0,315.0,0.0,245.0,480.0,0.0,0.0,0.0,588.0,0.0,80.0,0.0,209.0,0.0,343.0,555.0,0.0
2020-01-02 22:00:00+00:00,858.0,0.0,0.0,459.0,0.0,0.0,0.0,1399.0,488.0,0.0,322.0,479.0,0.0,0.0,0.0,608.0,0.0,109.0,0.0,211.0,0.0,345.0,526.0,0.0
2020-01-02 23:00:00+00:00,783.0,0.0,0.0,81.0,0.0,0.0,0.0,1036.0,660.0,0.0,429.0,379.0,0.0,0.0,0.0,74.0,0.0,51.0,0.0,207.0,0.0,512.0,676.0,0.0
2020-01-03 00:00:00+00:00,696.0,0.0,0.0,62.0,0.0,0.0,0.0,869.0,656.0,0.0,419.0,337.0,0.0,0.0,0.0,79.0,0.0,66.0,0.0,206.0,0.0,571.0,704.0,0.0
2020-01-03 01:00:00+00:00,629.0,0.0,0.0,80.0,0.0,0.0,0.0,853.0,719.0,0.0,377.0,293.0,0.0,0.0,0.0,61.0,0.0,64.0,0.0,208.0,0.0,543.0,640.0,0.0
2020-01-03 02:00:00+00:00,599.0,0.0,0.0,99.0,0.0,0.0,0.0,848.0,667.0,0.0,322.0,261.0,0.0,0.0,11.0,0.0,0.0,59.0,0.0,204.0,0.0,540.0,605.0,0.0
2020-01-03 03:00:00+00:00,628.0,0.0,0.0,114.0,0.0,0.0,0.0,889.0,642.0,0.0,283.0,258.0,0.0,0.0,20.0,0.0,0.0,61.0,0.0,207.0,0.0,541.0,625.0,0.0
2020-01-03 04:00:00+00:00,670.0,0.0,0.0,137.0,0.0,0.0,0.0,1246.0,671.0,0.0,283.0,246.0,0.0,0.0,0.0,79.0,0.0,35.0,0.0,205.0,0.0,562.0,682.0,0.0
2020-01-03 05:00:00+00:00,451.0,40.0,0.0,149.0,0.0,0.0,0.0,1371.0,364.0,0.0,184.0,273.0,0.0,0.0,112.0,0.0,0.0,6.0,0.0,209.0,0.0,542.0,631.0,0.0
2020-01-03 06:00:00+00:00,314.0,17.0,0.0,196.0,0.0,0.0,0.0,1422.0,133.0,0.0,149.0,288.0,123.0,0.0,118.0,0.0,0.0,9.0,0.0,207.0,0.0,506.0,659.0,0.0
2020-01-03 07:00:00+00:00,343.0,0.0,0.0,365.0,0.0,0.0,0.0,1439.0,153.0,0.0,169.0,275.0,141.0,0.0,0.0,177.0,0.0,69.0,0.0,202.0,0.0,575.0,667.0,0.0
2020-01-03 08:00:00+00:00,426.0,0.0,0.0,387.0,0.0,0.0,0.0,1435.0,83.0,0.0,161.0,242.0,230.0,0.0,0.0,187.0,0.0,49.0,0.0,207.0,0.0,545.0,656.0,0.0
2020-01-03 09:00:00+00:00,444.0,0.0,0.0,345.0,0.0,0.0,0.0,1458.0,164.0,0.0,160.0,243.0,272.0,0.0,0.0,232.0,0.0,51.0,0.0,209.0,0.0,540.0,631.0,0.0
2020-01-03 10:00:00+00:00,450.0,0.0,0.0,352.0,0.0,0.0,0.0,1448.0,238.0,0.0,148.0,244.0,277.0,0.0,0.0,233.0,0.0,45.0,0.0,206.0,0.0,517.0,630.0,0.0
2020-01-03 11:00:00+00:00,363.0,20.0,0.0,341.0,0.0,0.0,0.0,1434.0,123.0,0.0,105.0,245.0,411.0,0.0,0.0,240.0,0.0,44.0,0.0,208.0,0.0,508.0,603.0,0.0
2020-01-03 12:00:00+00:00,304.0,31.0,0.0,379.0,0.0,0.0,0.0,1436.0,119.0,0.0,83.0,212.0,412.0,0.0,0.0,166.0,0.0,43.0,0.0,210.0,0.0,518.0,576.0,0.0
2020-01-03 13:00:00+00:00,254.0,63.0,0.0,391.0,0.0,0.0,0.0,1413.0,211.0,0.0,92.0,159.0,402.0,0.0,0.0,172.0,0.0,32.0,0.0,208.0,0.0,561.0,666.0,0.0
2020-01-03 14:00:00+00:00,249.0,55.0,0.0,390.0,0.0,0.0,0.0,1441.0,167.0,0.0,58.0,138.0,405.0,0.0,0.0,186.0,0.0,26.0,0.0,209.0,0.0,613.0,659.0,0.0
2020-01-03 15:00:00+00:00,280.0,0.0,0.0,300.0,0.0,0.0,0.0,1454.0,24.0,0.0,26.0,224.0,472.0,0.0,0.0,230.0,0.0,27.0,0.0,209.0,0.0,669.0,637.0,0.0
2020-01-03 16:00:00+00:00,363.0,0.0,0.0,314.0,0.0,0.0,0.0,1449.0,33.0,0.0,52.0,197.0,301.0,0.0,0.0,235.0,0.0,26.0,0.0,207.0,0.0,564.0,700.0,0.0
2020-01-03 17:00:00+00:00,365.0,0.0,0.0,287.0,0.0,0.0,0.0,1433.0,105.0,0.0,70.0,186.0,93.0,0.0,0.0,257.0,0.0,49.0,0.0,209.0,0.0,522.0,698.0,0.0
2020-01-03 18:00:00+00:00,380.0,0.0,0.0,254.0,0.0,0.0,0.0,1440.0,120.0,0.0,89.0,171.0,80.0,0.0,0.0,266.0,0.0,52.0,0.0,210.0,0.0,505.0,703.0,0.0
2020-01-03 19:00:00+00:00,381.0,0.0,0.0,118.0,0.0,0.0,0.0,1443.0,290.0,0.0,149.0,191.0,0.0,0.0,0.0,115.0,0.0,6.0,0.0,211.0,0.0,515.0,668.0,0.0
2020-01-03 20:00:00+00:00,417.0,5.0,0.0,111.0,0.0,0.0,0.0,1416.0,352.0,0.0,208.0,246.0,73.0,0.0,0.0,18.0,0.0,0.0,0.0,210.0,0.0,534.0,660.0,0.0
2020-01-03 21:00:00+00:00,541.0,0.0,0.0,126.0,0.0,0.0,0.0,1419.0,403.0,0.0,265.0,283.0,49.0,0.0,20.0,0.0,0.0,0.0,0.0,209.0,0.0,506.0,681.0,0.0
2020-01-03 22:00:00+00:00,621.0,29.0,0.0,199.0,0.0,0.0,0.0,1418.0,656.0,0.0,353.0,283.0,0.0,0.0,0.0,29.0,0.0,6.0,0.0,210.0,0.0,699.0,746.0,0.0
2020-01-03 23:00:00+00:00,528.0,13.0,0.0,141.0,0.0,0.0,0.0,913.0,757.0,0.0,424.0,319.0,239.0,0.0,0.0,12.0,0.0,61.0,0.0,210.0,0.0,894.0,768.0,0.0
2020-01-04 00:00:00+00:00,524.0,44.0,0.0,148.0,0.0,0.0,0.0,462.0,859.0,0.0,428.0,267.0,269.0,0.0,51.0,0.0,0.0,88.0,0.0,210.0,0.0,752.0,719.0,0.0
2020-01-04 01:00:00+00:00,438.0,41.0,0.0,146.0,0.0,0.0,0.0,431.0,993.0,0.0,473.0,256.0,236.0,0.0,90.0,0.0,0.0,101.0,0.0,211.0,0.0,759.0,720.0,0.0
2020-01-04 02:00:00+00:00,601.0,124.0,0.0,160.0,0.0,0.0,0.0,431.0,1095.0,0.0,492.0,216.0,171.0,0.0,109.0,0.0,0.0,106.0,0.0,211.0,0.0,804.0,722.0,0.0
2020-01-04 03:00:00+00:00,662.0,141.0,0.0,159.0,1.0,0.0,0.0,430.0,1067.0,0.0,461.0,210.0,193.0,0.0,69.0,0.0,0.0,95.0,0.0,209.0,0.0,850.0,748.0,0.0
2020-01-04 04:00:00+00:00,566.0,152.0,0.0,215.0,3.0,0.0,0.0,430.0,981.0,0.0,416.0,221.0,317.0,0.0,38.0,0.0,0.0,102.0,0.0,213.0,0.0,828.0,807.0,0.0
2020-01-04 05:00:00+00:00,424.0,163.0,0.0,180.0,0.0,0.0,0.0,823.0,690.0,0.0,294.0,246.0,208.0,0.0,132.0,0.0,0.0,64.0,0.0,215.0,0.0,924.0,857.0,0.0
2020-01-04 06:00:00+00:00,390.0,93.0,0.0,152.0,0.0,0.0,0.0,1257.0,776.0,0.0,304.0,264.0,0.0,0.0,90.0,0.0,0.0,43.0,0.0,209.0,0.0,886.0,1075.0,0.0
2020-01-04 07:00:00+00:00,398.0,72.0,0.0,128.0,0.0,0.0,0.0,1294.0,672.0,0.0,278.0,274.0,49.0,0.0,74.0,0.0,0.0,22.0,0.0,210.0,0.0,907.0,1092.0,0.0
2020-01-04 08:00:00+00:00,501.0,30.0,0.0,143.0,0.0,0.0,0.0,1304.0,708.0,0.0,301.0,280.0,79.0,0.0,56.0,0.0,0.0,15.0,0.0,205.0,0.0,935.0,992.0,0.0
2020-01-04 09:00:00+00:00,551.0,53.0,0.0,153.0,0.0,0.0,0.0,1297.0,700.0,0.0,248.0,207.0,268.0,0.0,70.0,0.0,0.0,6.0,0.0,209.0,0.0,863.0,937.0,0.0
2020-01-04 10:00:00+00:00,532.0,25.0,0.0,161.0,0.0,0.0,0.0,1265.0,767.0,0.0,245.0,210.0,260.0,0.0,81.0,0.0,0.0,9.0,0.0,213.0,0.0,888.0,917.0,0.0
2020-01-04 11:00:00+00:00,450.0,17.0,0.0,182.0,0.0,0.0,0.0,1264.0,680.0,0.0,230.0,234.0,218.0,0.0,61.0,0.0,0.0,11.0,0.0,211.0,0.0,828.0,917.0,0.0
2020-01-04 12:00:00+00:00,395.0,36.0,0.0,145.0,0.0,0.0,0.0,1277.0,628.0,0.0,225.0,196.0,246.0,0.0,47.0,0.0,0.0,29.0,0.0,211.0,0.0,843.0,959.0,0.0
2020-01-04 13:00:00+00:00,309.0,86.0,0.0,150.0,0.0,0.0,0.0,1302.0,668.0,0.0,240.0,214.0,246.0,0.0,51.0,0.0,0.0,16.0,0.0,209.0,0.0,891.0,977.0,0.0
2020-01-04 14:00:00+00:00,223.0,110.0,0.0,118.0,0.0,0.0,0.0,1427.0,653.0,0.0,238.0,196.0,0.0,0.0,35.0,0.0,0.0,10.0,0.0,207.0,0.0,957.0,992.0,0.0
2020-01-04 15:00:00+00:00,173.0,65.0,0.0,121.0,0.0,0.0,0.0,1450.0,472.0,0.0,193.0,292.0,46.0,0.0,3.0,0.0,0.0,10.0,0.0,206.0,0.0,971.0,858.0,0.0
2020-01-04 16:00:00+00:00,255.0,0.0,0.0,123.0,8.0,0.0,0.0,1445.0,435.0,0.0,195.0,287.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,204.0,0.0,876.0,826.0,0.0
2020-01-04 17:00:00+00:00,259.0,0.0,0.0,128.0,1.0,0.0,0.0,1425.0,423.0,0.0,203.0,259.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,205.0,0.0,805.0,776.0,0.0
2020-01-04 18:00:00+00:00,292.0,1.0,0.0,104.0,0.0,0.0,0.0,1452.0,447.0,0.0,191.0,224.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,207.0,0.0,712.0,815.0,0.0
2020-01-04 19:00:00+00:00,329.0,35.0,0.0,121.0,0.0,0.0,0.0,1416.0,555.0,0.0,224.0,185.0,0.0,0.0,42.0,0.0,0.0,19.0,0.0,208.0,0.0,734.0,856.0,0.0
2020-01-04 20:00:00+00:00,394.0,46.0,0.0,50.0,0.0,0.0,0.0,1429.0,583.0,0.0,289.0,287.0,0.0,0.0,0.0,36.0,0.0,12.0,0.0,207.0,0.0,656.0,865.0,0.0
2020-01-04 21:00:00+00:00,519.0,32.0,0.0,27.0,0.0,0.0,0.0,1402.0,617.0,0.0,308.0,308.0,0.0,0.0,0.0,53.0,0.0,27.0,0.0,206.0,0.0,668.0,780.0,0.0
2020-01-04 22:00:00+00:00,695.0,23.0,0.0,288.0,0.0,0.0,0.0,1400.0,798.0,0.0,384.0,335.0,0.0,0.0,0.0,595.0,0.0,148.0,0.0,209.0,0.0,761.0,718.0,0.0
2020-01-04 23:00:00+00:00,688.0,59.0,0.0,172.0,0.0,0.0,0.0,1398.0,998.0,0.0,490.0,278.0,0.0,0.0,0.0,286.0,0.0,94.0,0.0,211.0,0.0,941.0,818.0,0.0
2020-01-05 00:00:00+00:00,637.0,68.0,0.0,164.0,0.0,0.0,0.0,1356.0,964.0,0.0,489.0,296.0,0.0,0.0,0.0,199.0,0.0,107.0,0.0,209.0,0.0,812.0,887.0,0.0
2020-01-05 01:00:00+00:00,571.0,76.0,0.0,208.0,0.0,0.0,0.0,1388.0,849.0,0.0,403.0,268.0,0.0,0.0,0.0,198.0,0.0,106.0,0.0,213.0,0.0,767.0,833.0,0.0
2020-01-05 02:00:00+00:00,593.0,86.0,0.0,201.0,0.0,0.0,0.0,1400.0,735.0,0.0,312.0,247.0,0.0,0.0,0.0,182.0,0.0,103.0,0.0,212.0,0.0,743.0,757.0,0.0
2020-01-05 03:00:00+00:00,583.0,99.0,0.0,175.0,0.0,0.0,0.0,1393.0,717.0,0.0,259.0,221.0,0.0,0.0,0.0,106.0,0.0,94.0,0.0,211.0,0.0,753.0,692.0,0.0
2020-01-05 04:00:00+00:00,550.0,62.0,0.0,188.0,0.0,0.0,0.0,1389.0,692.0,0.0,271.0,259.0,0.0,0.0,0.0,51.0,0.0,52.0,0.0,209.0,0.0,910.0,739.0,0.0
2020-01-05 05:00:00+00:00,486.0,82.0,0.0,110.0,0.0,0.0,0.0,1358.0,765.0,0.0,261.0,214.0,0.0,0.0,64.0,0.0,0.0,59.0,0.0,211.0,0.0,915.0,701.0,0.0
2020-01-05 06:00:00+00:00,453.0,130.0,0.0,109.0,0.0,0.0,0.0,1412.0,830.0,0.0,274.0,137.0,57.0,0.0,84.0,0.0,0.0,48.0,0.0,211.0,0.0,920.0,807.0,0.0
2020-01-05 07:00:00+00:00,580.0,100.0,0.0,106.0,0.0,0.0,0.0,1405.0,874.0,0.0,281.0,174.0,85.0,0.0,68.0,0.0,0.0,40.0,0.0,209.0,0.0,883.0,775.0,0.0
2020-01-05 08:00:00+00:00,642.0,98.0,0.0,149.0,0.0,0.0,0.0,1428.0,811.0,0.0,286.0,149.0,124.0,0.0,27.0,0.0,0.0,17.0,0.0,208.0,0.0,873.0,701.0,0.0
2020-01-05 09:00:00+00:00,753.0,49.0,0.0,156.0,0.0,0.0,0.0,1401.0,773.0,0.0,279.0,114.0,140.0,0.0,64.0,0.0,0.0,13.0,0.0,211.0,0.0,755.0,638.0,0.0
2020-01-05 10:00:00+00:00,760.0,9.0,0.0,227.0,0.0,0.0,0.0,1393.0,633.0,0.0,236.0,37.0,220.0,0.0,0.0,112.0,0.0,48.0,0.0,213.0,0.0,644.0,493.0,0.0
2020-01-05 11:00:00+00:00,924.0,0.0,0.0,159.0,0.0,0.0,0.0,1403.0,561.0,0.0,200.0,9.0,222.0,0.0,0.0,167.0,0.0,55.0,0.0,208.0,0.0,482.0,340.0,0.0
2020-01-05 12:00:00+00:00,934.0,0.0,0.0,132.0,0.0,0.0,0.0,1424.0,666.0,0.0,198.0,6.0,174.0,0.0,0.0,187.0,0.0,63.0,0.0,210.0,0.0,456.0,310.0,0.0
2020-01-05 13:00:00+00:00,837.0,0.0,0.0,94.0,0.0,0.0,0.0,1393.0,700.0,0.0,183.0,1.0,145.0,0.0,0.0,202.0,0.0,65.0,0.0,216.0,0.0,406.0,458.0,0.0
2020-01-05 14:00:00+00:00,771.0,0.0,0.0,48.0,0.0,0.0,0.0,1431.0,762.0,0.0,183.0,0.0,138.0,0.0,0.0,261.0,0.0,91.0,0.0,216.0,0.0,473.0,548.0,0.0
2020-01-05 15:00:00+00:00,804.0,0.0,30.0,0.0,0.0,0.0,0.0,1427.0,640.0,0.0,164.0,20.0,0.0,0.0,0.0,298.0,0.0,113.0,0.0,206.0,0.0,544.0,603.0,0.0
2020-01-05 16:00:00+00:00,848.0,0.0,11.0,0.0,0.0,0.0,0.0,1418.0,532.0,0.0,163.0,50.0,0.0,0.0,0.0,290.0,0.0,107.0,0.0,213.0,0.0,507.0,666.0,0.0
2020-01-05 17:00:00+00:00,870.0,0.0,25.0,0.0,0.0,0.0,0.0,1417.0,379.0,0.0,127.0,98.0,0.0,0.0,0.0,292.0,0.0,102.0,0.0,211.0,0.0,510.0,683.0,0.0
2020-01-05 18:00:00+00:00,905.0,0.0,30.0,0.0,0.0,0.0,0.0,1420.0,276.0,0.0,92.0,129.0,0.0,0.0,0.0,248.0,0.0,85.0,0.0,211.0,0.0,337.0,591.0,0.0
2020-01-05 19:00:00+00:00,905.0,0.0,0.0,182.0,2.0,0.0,0.0,1412.0,192.0,0.0,62.0,124.0,0.0,0.0,0.0,316.0,0.0,51.0,0.0,209.0,0.0,216.0,478.0,0.0
2020-01-05 20:00:00+00:00,990.0,0.0,0.0,102.0,2.0,0.0,0.0,1417.0,241.0,0.0,108.0,217.0,0.0,0.0,0.0,227.0,0.0,37.0,0.0,207.0,0.0,228.0,509.0,0.0
2020-01-05 21:00:00+00:00,1093.0,0.0,0.0,356.0,2.0,0.0,0.0,1403.0,328.0,0.0,127.0,295.0,0.0,0.0,0.0,565.0,0.0,121.0,0.0,210.0,0.0,261.0,388.0,0.0
2020-01-05 22:00:00+00:00,1128.0,0.0,0.0,441.0,3.0,0.0,0.0,1391.0,367.0,0.0,170.0,302.0,0.0,0.0,0.0,617.0,0.0,156.0,0.0,209.0,0.0,317.0,413.0,0.0
