index,AL -> EL,BA -> HR,BG -> RS,BG -> TR,BG -> MK,BY -> LT,EE -> RU,EL -> TR,EL -> MK,EL -> AL,FI -> RU,HR -> BA,HR -> RS,HU -> RS,IT -> MT,LT -> BY,LV -> RU,MK -> EL,MK -> BG,MT -> IT,RO -> RS,RU -> LV,RU -> FI,RU -> EE,RS -> RO,RS -> HU,RS -> BG,RS -> HR,TR -> EL,TR -> BG
2016-01-01 09:00:00+00:00,0.0,0.0,325.0,638.0,382.0,392.0,413.0,0.0,0.0,195.0,0.0,176.0,0.0,235.0,135.0,0.0,0.0,268.0,0.0,0.0,417.0,86.0,925.0,0.0,0.0,0.0,0.0,38.0,323.0,0.0
2016-01-01 09:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 09:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 09:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 10:00:00+00:00,0.0,0.0,297.0,611.0,374.0,390.0,392.0,0.0,0.0,180.0,0.0,196.0,0.0,214.0,137.0,0.0,0.0,285.0,0.0,0.0,506.0,78.0,934.0,0.0,0.0,0.0,0.0,42.0,313.0,0.0
2016-01-01 10:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 10:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 10:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 11:00:00+00:00,0.0,0.0,323.0,603.0,370.0,355.0,443.0,0.0,0.0,221.0,0.0,202.0,0.0,189.0,124.0,0.0,0.0,229.0,0.0,0.0,482.0,81.0,931.0,0.0,0.0,0.0,0.0,53.0,282.0,0.0
2016-01-01 11:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 11:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 11:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 12:00:00+00:00,0.0,0.0,335.0,594.0,337.0,344.0,437.0,0.0,0.0,280.0,0.0,132.0,0.0,146.0,117.0,0.0,0.0,95.0,0.0,0.0,450.0,80.0,920.0,0.0,0.0,0.0,0.0,77.0,223.0,0.0
2016-01-01 12:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 12:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 12:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 13:00:00+00:00,0.0,0.0,273.0,610.0,360.0,366.0,457.0,0.0,0.0,176.0,0.0,312.0,0.0,190.0,119.0,0.0,0.0,270.0,0.0,0.0,455.0,70.0,908.0,0.0,0.0,0.0,0.0,20.0,314.0,0.0
2016-01-01 13:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 13:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 13:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 14:00:00+00:00,0.0,0.0,257.0,590.0,370.0,382.0,423.0,0.0,0.0,152.0,0.0,380.0,4.0,211.0,118.0,0.0,0.0,292.0,0.0,0.0,400.0,60.0,926.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0
2016-01-01 14:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 14:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 14:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 15:00:00+00:00,0.0,0.0,277.0,590.0,386.0,429.0,418.0,0.0,0.0,177.0,0.0,250.0,0.0,149.0,119.0,0.0,0.0,267.0,0.0,0.0,353.0,55.0,916.0,0.0,0.0,0.0,0.0,40.0,307.0,0.0
2016-01-01 15:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 15:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 15:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 16:00:00+00:00,0.0,0.0,292.0,601.0,391.0,378.0,467.0,0.0,0.0,196.0,0.0,240.0,0.0,186.0,126.0,0.0,0.0,271.0,0.0,0.0,298.0,62.0,893.0,0.0,0.0,0.0,0.0,31.0,312.0,0.0
2016-01-01 16:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 16:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 16:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 17:00:00+00:00,0.0,0.0,299.0,636.0,398.0,392.0,472.0,0.0,0.0,200.0,0.0,202.0,0.0,178.0,134.0,0.0,0.0,256.0,0.0,0.0,336.0,69.0,883.0,0.0,0.0,0.0,0.0,37.0,334.0,0.0
2016-01-01 17:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 17:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 17:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 18:00:00+00:00,0.0,0.0,322.0,624.0,391.0,411.0,478.0,0.0,0.0,219.0,0.0,136.0,0.0,177.0,133.0,0.0,0.0,251.0,0.0,0.0,319.0,69.0,884.0,0.0,0.0,0.0,0.0,54.0,377.0,0.0
2016-01-01 18:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 18:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 18:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 19:00:00+00:00,0.0,0.0,325.0,627.0,390.0,425.0,474.0,0.0,0.0,217.0,0.0,137.0,0.0,205.0,128.0,0.0,0.0,249.0,0.0,0.0,289.0,62.0,889.0,0.0,0.0,0.0,0.0,44.0,384.0,0.0
2016-01-01 19:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 19:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 19:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 20:00:00+00:00,0.0,0.0,333.0,647.0,387.0,485.0,444.0,0.0,0.0,230.0,0.0,92.0,0.0,211.0,129.0,0.0,0.0,222.0,0.0,0.0,323.0,59.0,899.0,0.0,0.0,0.0,0.0,56.0,404.0,0.0
2016-01-01 20:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 20:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 20:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 21:00:00+00:00,0.0,0.0,299.0,640.0,379.0,540.0,396.0,0.0,0.0,184.0,0.0,172.0,0.0,259.0,131.0,0.0,0.0,228.0,0.0,0.0,281.0,106.0,603.0,0.0,0.0,0.0,0.0,28.0,377.0,0.0
2016-01-01 21:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 21:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 21:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 22:00:00+00:00,0.0,0.0,288.0,628.0,379.0,511.0,423.0,0.0,0.0,154.0,0.0,190.0,0.0,284.0,118.0,0.0,0.0,248.0,0.0,0.0,241.0,110.0,607.0,0.0,0.0,0.0,0.0,12.0,349.0,0.0
2016-01-01 22:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 22:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 22:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 23:00:00+00:00,0.0,0.0,309.0,638.0,367.0,380.0,468.0,0.0,0.0,179.0,0.0,251.0,11.0,312.0,114.0,0.0,0.0,255.0,0.0,0.0,169.0,83.0,617.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0
2016-01-01 23:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 23:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 23:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 00:00:00+00:00,0.0,0.0,240.0,558.0,329.0,420.0,443.0,0.0,0.0,144.0,0.0,247.0,18.0,315.0,114.0,0.0,0.0,283.0,0.0,0.0,258.0,85.0,634.0,0.0,0.0,0.0,0.0,0.0,341.0,0.0
2016-01-02 00:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 00:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 00:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 01:00:00+00:00,0.0,0.0,231.0,582.0,305.0,389.0,455.0,0.0,0.0,145.0,0.0,198.0,18.0,299.0,115.0,0.0,0.0,272.0,0.0,0.0,214.0,88.0,588.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0
2016-01-02 01:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 01:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 01:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 02:00:00+00:00,0.0,0.0,198.0,589.0,289.0,412.0,432.0,0.0,0.0,117.0,0.0,223.0,26.0,284.0,115.0,0.0,0.0,274.0,0.0,0.0,232.0,99.0,586.0,0.0,0.0,0.0,0.0,0.0,357.0,0.0
2016-01-02 02:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 02:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 02:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 03:00:00+00:00,0.0,0.0,179.0,599.0,278.0,414.0,416.0,0.0,0.0,0.0,0.0,199.0,13.0,250.0,115.0,0.0,0.0,0.0,0.0,0.0,274.0,98.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 03:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 03:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 03:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 04:00:00+00:00,0.0,0.0,240.0,594.0,311.0,389.0,406.0,0.0,0.0,0.0,0.0,175.0,0.0,226.0,115.0,0.0,0.0,0.0,0.0,0.0,279.0,108.0,610.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
2016-01-02 04:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 04:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 04:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 05:00:00+00:00,0.0,0.0,262.0,578.0,319.0,391.0,465.0,0.0,0.0,0.0,0.0,156.0,0.0,199.0,120.0,0.0,0.0,0.0,0.0,0.0,300.0,90.0,880.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0
2016-01-02 05:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 05:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 05:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 06:00:00+00:00,0.0,0.0,285.0,614.0,342.0,364.0,419.0,0.0,0.0,0.0,0.0,100.0,0.0,196.0,141.0,0.0,0.0,0.0,0.0,0.0,350.0,104.0,908.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0
2016-01-02 06:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 06:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 06:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 07:00:00+00:00,0.0,0.0,306.0,750.0,360.0,354.0,400.0,0.0,0.0,0.0,0.0,98.0,0.0,192.0,155.0,0.0,0.0,0.0,0.0,0.0,408.0,108.0,902.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0
2016-01-02 07:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 07:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 07:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 08:00:00+00:00,0.0,0.0,346.0,806.0,379.0,382.0,405.0,0.0,0.0,0.0,0.0,95.0,0.0,185.0,154.0,0.0,0.0,0.0,0.0,0.0,425.0,106.0,915.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0
2016-01-02 08:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 08:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 08:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 09:00:00+00:00,0.0,0.0,354.0,828.0,383.0,390.0,411.0,0.0,0.0,0.0,0.0,112.0,0.0,177.0,144.0,0.0,0.0,0.0,0.0,0.0,424.0,102.0,913.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0
2016-01-02 09:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 09:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 09:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 10:00:00+00:00,0.0,0.0,361.0,738.0,391.0,380.0,420.0,0.0,0.0,0.0,0.0,92.0,0.0,156.0,145.0,0.0,0.0,0.0,0.0,0.0,406.0,104.0,913.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0
2016-01-02 10:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 10:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 10:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 11:00:00+00:00,0.0,0.0,357.0,736.0,391.0,390.0,432.0,0.0,0.0,0.0,0.0,137.0,0.0,179.0,145.0,0.0,0.0,0.0,0.0,0.0,411.0,103.0,917.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0
2016-01-02 11:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 11:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 11:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 12:00:00+00:00,0.0,0.0,342.0,724.0,375.0,381.0,425.0,0.0,0.0,0.0,0.0,121.0,0.0,168.0,149.0,0.0,0.0,0.0,0.0,0.0,412.0,93.0,911.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0
2016-01-02 12:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 12:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 12:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 13:00:00+00:00,0.0,0.0,329.0,740.0,378.0,357.0,424.0,0.0,0.0,0.0,0.0,189.0,0.0,168.0,152.0,0.0,0.0,0.0,0.0,0.0,468.0,90.0,909.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0
2016-01-02 13:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 13:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 13:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 14:00:00+00:00,0.0,0.0,290.0,818.0,350.0,311.0,395.0,0.0,0.0,0.0,0.0,202.0,0.0,168.0,151.0,0.0,0.0,0.0,0.0,0.0,428.0,67.0,911.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0
2016-01-02 14:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 14:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 14:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 15:00:00+00:00,0.0,0.0,306.0,764.0,349.0,225.0,252.0,0.0,0.0,0.0,0.0,63.0,0.0,127.0,155.0,0.0,0.0,0.0,0.0,0.0,443.0,20.0,917.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0
2016-01-02 15:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 15:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 15:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 16:00:00+00:00,0.0,0.0,332.0,663.0,362.0,247.0,245.0,0.0,0.0,0.0,0.0,41.0,0.0,148.0,159.0,0.0,0.0,0.0,0.0,0.0,387.0,12.0,920.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0
2016-01-02 16:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 16:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 16:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 17:00:00+00:00,0.0,0.0,336.0,646.0,364.0,217.0,238.0,0.0,0.0,0.0,0.0,98.0,0.0,181.0,170.0,0.0,0.0,0.0,0.0,0.0,382.0,24.0,908.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2016-01-02 17:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 17:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 17:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 18:00:00+00:00,0.0,0.0,334.0,602.0,379.0,328.0,407.0,0.0,0.0,0.0,0.0,134.0,0.0,209.0,159.0,0.0,0.0,0.0,0.0,0.0,350.0,100.0,899.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0
2016-01-02 18:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 18:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 18:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 19:00:00+00:00,0.0,0.0,353.0,581.0,391.0,330.0,429.0,0.0,0.0,0.0,0.0,102.0,0.0,213.0,149.0,0.0,0.0,0.0,0.0,0.0,376.0,120.0,901.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0
2016-01-02 19:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 19:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 19:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 20:00:00+00:00,0.0,0.0,364.0,594.0,368.0,423.0,383.0,0.0,0.0,0.0,0.0,29.0,0.0,203.0,139.0,0.0,0.0,0.0,0.0,0.0,377.0,111.0,905.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0
2016-01-02 20:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 20:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 20:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 21:00:00+00:00,0.0,0.0,349.0,640.0,403.0,373.0,438.0,0.0,0.0,0.0,0.0,117.0,0.0,239.0,130.0,0.0,0.0,0.0,0.0,0.0,399.0,111.0,896.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0
2016-01-02 21:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 21:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 21:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 22:00:00+00:00,0.0,0.0,331.0,698.0,390.0,391.0,446.0,0.0,0.0,179.0,0.0,219.0,0.0,301.0,124.0,0.0,0.0,232.0,0.0,0.0,297.0,130.0,899.0,0.0,0.0,0.0,0.0,23.0,349.0,0.0
2016-01-02 22:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 22:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 22:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 23:00:00+00:00,0.0,0.0,312.0,690.0,366.0,388.0,428.0,0.0,0.0,171.0,0.0,225.0,0.0,300.0,120.0,0.0,0.0,264.0,0.0,0.0,272.0,132.0,888.0,0.0,0.0,0.0,0.0,23.0,329.0,0.0
2016-01-02 23:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 23:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02 23:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-03 00:00:00+00:00,0.0,0.0,259.0,626.0,336.0,389.0,414.0,0.0,0.0,126.0,0.0,258.0,0.0,310.0,108.0,0.0,0.0,273.0,0.0,0.0,301.0,136.0,916.0,0.0,0.0,0.0,0.0,4.0,335.0,0.0
2016-01-03 00:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-03 00:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
