Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,COCHE,384.0,1.0,FR,,,HPHS,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,45.49667,6.5103800000000005
,GRAND MAISON,1700.0,1.0,FR,,,HPHS,WAT,0.86,0.0,0.0,0.1775147929,0.1775147929,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,45.20597,6.11719
,MONTEZIC,910.0,1.0,FR,,,HPHS,WAT,0.86,0.0,0.0,0.3296703297,0.3296703297,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.73766,2.64342
,REVIN,808.0,1.0,FR,,,HPHS,WAT,0.86,0.0,0.0,0.3712871287,0.3712871287,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,49.92556,4.61331
,SUPER BISSORTE,742.3,1.0,FR,,,HPHS,WAT,0.86,0.0,0.0,0.4043126685,0.4043126685,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,45.1803,6.5797
,ASTON,104.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,2.1153846154,2.1153846154,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,42.77668,1.67671
,AVIGNON,126.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.746031746,1.746031746,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,43.97606,4.81721
,BAIX LOGIS NEUF 1,140.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.5714285714,1.5714285714,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.67605,4.78827
,BEAUCHASTEL,198.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.1111111111,1.1111111111,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.82397,4.81049
,BOURG les VALENCE,180.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.2222222222,1.2222222222,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.96128,4.87221
,CADEROUSSE,156.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.4102564103,1.4102564103,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.09606,4.72329
,CHASTANG,293.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,0.7508532423,0.7508532423,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,45.15185,2.00985
,COUESQUE,119.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.8487394958,1.8487394958,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.696090000000005,2.58555
,DONZERE MONDRAGON,348.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,0.632183908,0.632183908,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.30368,4.74217
,FESSENHEIM,175.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.2571428571,1.2571428571,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,47.91466,7.57067
,FR_LA-MAREGES-P,150.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.4666666667,1.4666666667,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,
,FR_LA-STPIERRE-P,122.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.8032786885,1.8032786885,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,
,GENISSIAT,420.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,0.5238095238,0.5238095238,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,46.05271,5.81285
,GERSTHEIM,140.5,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.5602836879,1.5602836879,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.40385,7.72775
,HERMILLON,115.6,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.8965517241,1.8965517241,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,45.28424,6.35799
,KEMBS,162.1,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.3095238095,1.3095238095,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,47.65534,7.519589999999999
,MARCKOLSHEIM,156.2,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.4102564103,1.4102564103,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.15371,7.5898
,MONTELIMAR,295.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,0.7457627119,0.7457627119,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.59281,4.72593
,OTTMARSHEIM,156.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.4102564103,1.4102564103,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,47.773990000000005,7.522460000000001
,PASSY,104.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,2.1153846154,2.1153846154,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,45.91642,6.72592
,RANDENS,124.2,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.7741935484,1.7741935484,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,45.52711,6.31996
,RHINAU,152.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.4285714286,1.4285714286,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.28412,7.67728
,SAINT PIERRE COGNET,101.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,2.1782178218,2.1782178218,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.87249,5.7731900000000005
,SAUSSAZ,145.4,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.5172413793,1.5172413793,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,45.20992,6.47663
,STRASBOURG,147.8,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.4864864865,1.4864864865,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.52561,7.794560000000001
,VALLABREGUES,210.0,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.0476190476,1.0476190476,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,43.82415,4.64349
,VOGELGRUN,140.5,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,1.5602836879,1.5602836879,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.0203,7.573930000000001
,AIGLE,360.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.25,0.25,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,45.24373,2.22483
,BATHIE,592.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.1645338208,0.1645338208,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,45.68545,6.622489999999999
,BORT,235.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.3829787234,0.3829787234,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,45.412690000000005,2.4986200000000003
,BROMMAT,406.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.2216748768,0.2216748768,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.76793,2.68415
,COMBE D'AVRIEUX,123.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.7317073171,0.7317073171,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,45.21348,6.72053
,CURBANS,139.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.6474820144,0.6474820144,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.42078,6.02016
,MALGOVERT,297.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.303030303,0.303030303,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,45.61787,6.79074
,MONTEYNARD,366.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.2459016393,0.2459016393,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.96118,5.68874
,MONTPEZAT,131.8,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.6818181818,0.6818181818,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.69026,4.27215
,ORAISON,187.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.4812834225,0.4812834225,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,43.92101,5.92438
,PIED DE BORNE,109.4,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.8256880734,0.8256880734,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.47198,3.98867
,POUGET,446.9,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.2013422819,0.2013422819,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,43.65604,3.4017800000000005
,PRAGNERES,189.2,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.4761904762,0.4761904762,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,42.8211,0.0103299999999999
,SAINT CHAMAS,159.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.5660377358,0.5660377358,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,43.52741,5.07342
,SAINT ESTEVE,141.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.6382978723,0.6382978723,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,43.69049,5.38489
,SAINT GUILLERME,116.0,1.0,FR,,,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,45.03048,6.07914
,SAINTE CROIX,132.3,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.6818181818,0.6818181818,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,43.73687,6.1342300000000005
,SARRANS,183.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.4918032787,0.4918032787,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.82942,2.74042
,SERRE PONCON,384.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.234375,0.234375,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.47095,6.26967
,SISTERON,240.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.375,0.375,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.17517,5.95215
,ST ETIENNE CANTALES,103.3,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.9,0.9,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,44.94516,2.21906
,VILLARODIN,357.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.2521008403,0.2521008403,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,45.21466,6.71208
,VOUGLANS,285.0,1.0,FR,,,HDAM,WAT,0.85,0.0,0.0,0.3157894737,0.3157894737,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,46.39734,5.66556
,Dychów H1,28.0,1.0,PL,,,HPHS,WAT,0.85,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.85,0.0,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,PGE Energia Odnawialna S.A.,51.56076,15.45145
,Dychów H2,29.0,1.0,PL,,,HPHS,WAT,0.85,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.85,0.0,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,PGE Energia Odnawialna S.A.,51.56076,15.45145
,Dychów H3,28.0,1.0,PL,,,HPHS,WAT,0.85,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.85,0.0,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,PGE Energia Odnawialna S.A.,51.56076,15.45145
,Porąbka Żar H1,135.0,1.0,PL,,,HPHS,WAT,0.86,0.0,0.0,2.1428571429,2.1428571429,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,PGE Energia Odnawialna S.A.,49.77957,19.212
,Porąbka Żar H2,135.0,1.0,PL,,,HPHS,WAT,0.86,0.0,0.0,2.1428571429,2.1428571429,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,PGE Energia Odnawialna S.A.,49.77957,19.212
,Porąbka Żar H3,135.0,1.0,PL,,,HPHS,WAT,0.86,0.0,0.0,2.1428571429,2.1428571429,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,PGE Energia Odnawialna S.A.,49.77957,19.212
,Porąbka Żar H4,135.0,1.0,PL,,,HPHS,WAT,0.86,0.0,0.0,2.1428571429,2.1428571429,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,PGE Energia Odnawialna S.A.,49.77957,19.212
,Solina H1,68.0,1.0,PL,,,HPHS,WAT,0.85,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.85,0.0,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,	PGE Energia Odnawialna S.A.,,
,Solina H2,68.0,1.0,PL,,,HPHS,WAT,0.85,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.85,0.0,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,	PGE Energia Odnawialna S.A.,,
,Solina H3,31.0,1.0,PL,,,HPHS,WAT,0.85,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.85,0.0,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,	PGE Energia Odnawialna S.A.,,
,Solina H4,31.0,1.0,PL,,,HPHS,WAT,0.85,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.85,0.0,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,	PGE Energia Odnawialna S.A.,,
,Żarnowiec H1,179.0,1.0,PL,,,HPHS,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,PGE Energia Odnawialna S.A.,54.74201,18.08924
,Żarnowiec H2,179.0,1.0,PL,,,HPHS,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,PGE Energia Odnawialna S.A.,54.74201,18.08924
,Żarnowiec H3,179.0,1.0,PL,,,HPHS,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,PGE Energia Odnawialna S.A.,54.74201,18.08924
,Żarnowiec H4,179.0,1.0,PL,,,HPHS,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,PGE Energia Odnawialna S.A.,54.74201,18.08924
,Żydowo H1,55.0,1.0,PL,,,HPHS,WAT,0.85,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.85,0.0,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,ENERGA Wytwarzanie S.A.,54.02601,16.71386
,Żydowo H2,55.0,1.0,PL,,,HPHS,WAT,0.85,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.85,0.0,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,ENERGA Wytwarzanie S.A.,54.02601,16.71386
,Żydowo H3,57.0,1.0,PL,,,HPHS,WAT,0.85,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.85,0.0,0.0,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,ENERGA Wytwarzanie S.A.,54.02601,16.71386
,Alpiq‐ECK 7,135.0,1.0,CZ,,,STUR,LIG,0.385,8.0,6.0,0.0442477876,0.0442477876,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,https://www.ceps.cz/cs/priprava-provozu,,,
,Alpiq‐ECK B5,135.0,1.0,CZ,,,STUR,LIG,0.385,8.0,6.0,0.0442477876,0.0442477876,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,https://www.ceps.cz/cs/priprava-provozu,,,
,Alpiq‐ECK B7,135.0,1.0,CZ,,,STUR,LIG,0.385,8.0,6.0,0.0442477876,0.0442477876,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,https://www.ceps.cz/cs/priprava-provozu,,,
,C.Budejovice TCB,66.2,1.0,CZ,,,STUR,LIG,0.385,8.0,6.0,0.0442477876,0.0442477876,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,https://www.ceps.cz/cs/priprava-provozu,,,
,"DRPEMO VKR,TEV",18.0,1.0,CZ,,,STUR,LIG,0.385,8.0,6.0,0.0442477876,0.0442477876,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,https://www.ceps.cz/cs/priprava-provozu,,,
,Dvur Kralove TDK,18.3,1.0,CZ,,,STUR,LIG,0.385,8.0,6.0,0.0442477876,0.0442477876,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,https://www.ceps.cz/cs/priprava-provozu,,,
,Energotrans TG1,60.0,1.0,CZ,,,STUR,LIG,0.385,8.0,6.0,0.0442477876,0.0442477876,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,https://www.ceps.cz/cs/priprava-provozu,,,
,Energotrans TG2,60.0,1.0,CZ,,,STUR,LIG,0.385,8.0,6.0,0.0442477876,0.0442477876,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,https://www.ceps.cz/cs/priprava-provozu,,,
