index,UA -> HU,UA -> RO,UA -> SK,UA -> PL
2019-01-03 08:00:00+0000,410.0,513.0,0.0,209.0
2019-01-03 09:00:00+0000,400.0,523.0,0.0,210.0
2019-01-03 10:00:00+0000,388.0,511.0,0.0,209.0
2019-01-03 11:00:00+0000,379.0,473.0,0.0,211.0
2019-01-03 12:00:00+0000,402.0,454.0,0.0,213.0
2019-01-03 13:00:00+0000,431.0,441.0,0.0,213.0
2019-01-03 14:00:00+0000,398.0,411.0,0.0,209.0
2019-01-03 15:00:00+0000,431.0,362.0,0.0,215.0
2019-01-03 16:00:00+0000,447.0,345.0,0.0,213.0
2019-01-03 17:00:00+0000,468.0,298.0,0.0,214.0
2019-01-03 18:00:00+0000,480.0,214.0,0.0,210.0
2019-01-03 19:00:00+0000,526.0,215.0,0.0,210.0
2019-01-03 20:00:00+0000,622.0,229.0,0.0,211.0
2019-01-03 21:00:00+0000,727.0,211.0,0.0,214.0
2019-01-03 22:00:00+0000,758.0,190.0,0.0,213.0
2019-01-03 23:00:00+0000,716.0,268.0,0.0,214.0
2019-01-04 00:00:00+0000,707.0,268.0,0.0,212.0
2019-01-04 01:00:00+0000,704.0,271.0,0.0,210.0
2019-01-04 02:00:00+0000,692.0,251.0,0.0,211.0
2019-01-04 03:00:00+0000,662.0,231.0,0.0,212.0
2019-01-04 04:00:00+0000,596.0,269.0,0.0,214.0
2019-01-04 05:00:00+0000,373.0,218.0,0.0,211.0
2019-01-04 06:00:00+0000,369.0,217.0,0.0,207.0
2019-01-04 07:00:00+0000,356.0,162.0,0.0,207.0
2019-01-04 08:00:00+0000,347.0,166.0,0.0,203.0
2019-01-04 09:00:00+0000,356.0,182.0,0.0,202.0
2019-01-04 10:00:00+0000,374.0,202.0,0.0,205.0
2019-01-04 11:00:00+0000,366.0,245.0,0.0,206.0
2019-01-04 12:00:00+0000,374.0,264.0,0.0,207.0
2019-01-04 13:00:00+0000,382.0,330.0,0.0,206.0
2019-01-04 14:00:00+0000,358.0,351.0,0.0,210.0
2019-01-04 15:00:00+0000,325.0,397.0,0.0,208.0
2019-01-04 16:00:00+0000,353.0,445.0,0.0,207.0
2019-01-04 17:00:00+0000,336.0,411.0,0.0,208.0
2019-01-04 18:00:00+0000,350.0,400.0,0.0,210.0
2019-01-04 19:00:00+0000,375.0,396.0,0.0,211.0
2019-01-04 20:00:00+0000,417.0,420.0,0.0,209.0
2019-01-04 21:00:00+0000,461.0,437.0,0.0,208.0
2019-01-04 22:00:00+0000,533.0,510.0,0.0,208.0
2019-01-04 23:00:00+0000,579.0,632.0,0.0,102.0
2019-01-05 00:00:00+0000,561.0,615.0,0.0,0.0
2019-01-05 01:00:00+0000,552.0,576.0,0.0,0.0
2019-01-05 02:00:00+0000,544.0,576.0,0.0,0.0
2019-01-05 03:00:00+0000,538.0,553.0,0.0,0.0
2019-01-05 04:00:00+0000,500.0,615.0,0.0,0.0
2019-01-05 05:00:00+0000,449.0,600.0,0.0,0.0
2019-01-05 06:00:00+0000,439.0,565.0,0.0,0.0
2019-01-05 07:00:00+0000,434.0,531.0,0.0,0.0
2019-01-05 08:00:00+0000,447.0,508.0,0.0,0.0
2019-01-05 09:00:00+0000,462.0,447.0,0.0,0.0
2019-01-05 10:00:00+0000,473.0,442.0,0.0,0.0
2019-01-05 11:00:00+0000,488.0,442.0,0.0,0.0
2019-01-05 12:00:00+0000,464.0,431.0,0.0,0.0
2019-01-05 13:00:00+0000,451.0,493.0,0.0,0.0
2019-01-05 14:00:00+0000,409.0,546.0,0.0,0.0
2019-01-05 15:00:00+0000,455.0,545.0,0.0,0.0
2019-01-05 16:00:00+0000,448.0,553.0,0.0,0.0
2019-01-05 17:00:00+0000,492.0,540.0,0.0,0.0
2019-01-05 18:00:00+0000,521.0,488.0,0.0,0.0
2019-01-05 19:00:00+0000,539.0,462.0,0.0,0.0
2019-01-05 20:00:00+0000,568.0,423.0,0.0,0.0
2019-01-05 21:00:00+0000,606.0,482.0,0.0,0.0
2019-01-05 22:00:00+0000,598.0,427.0,0.0,0.0
2019-01-05 23:00:00+0000,633.0,492.0,0.0,0.0
2019-01-06 00:00:00+0000,681.0,466.0,0.0,0.0
2019-01-06 01:00:00+0000,638.0,453.0,0.0,0.0
2019-01-06 02:00:00+0000,624.0,445.0,0.0,0.0
2019-01-06 03:00:00+0000,580.0,460.0,0.0,0.0
2019-01-06 04:00:00+0000,562.0,565.0,0.0,0.0
2019-01-06 05:00:00+0000,544.0,607.0,0.0,0.0
2019-01-06 06:00:00+0000,511.0,581.0,0.0,0.0
2019-01-06 07:00:00+0000,530.0,615.0,0.0,0.0
2019-01-06 08:00:00+0000,580.0,605.0,0.0,0.0
2019-01-06 09:00:00+0000,624.0,542.0,0.0,0.0
2019-01-06 10:00:00+0000,618.0,459.0,0.0,0.0
2019-01-06 11:00:00+0000,639.0,421.0,0.0,0.0
2019-01-06 12:00:00+0000,625.0,386.0,0.0,0.0
2019-01-06 13:00:00+0000,630.0,360.0,0.0,0.0
2019-01-06 14:00:00+0000,589.0,435.0,0.0,0.0
2019-01-06 15:00:00+0000,526.0,472.0,0.0,0.0
2019-01-06 16:00:00+0000,572.0,517.0,0.0,0.0
2019-01-06 17:00:00+0000,625.0,549.0,0.0,0.0
2019-01-06 18:00:00+0000,632.0,512.0,0.0,0.0
2019-01-06 19:00:00+0000,661.0,472.0,0.0,0.0
2019-01-06 20:00:00+0000,660.0,440.0,0.0,0.0
2019-01-06 21:00:00+0000,665.0,370.0,0.0,0.0
2019-01-06 22:00:00+0000,602.0,341.0,0.0,0.0
2019-01-06 23:00:00+0000,632.0,314.0,0.0,80.0
2019-01-07 00:00:00+0000,649.0,285.0,0.0,106.0
2019-01-07 01:00:00+0000,657.0,202.0,0.0,207.0
2019-01-07 02:00:00+0000,648.0,214.0,0.0,214.0
2019-01-07 03:00:00+0000,640.0,284.0,0.0,213.0
2019-01-07 04:00:00+0000,602.0,477.0,0.0,211.0
2019-01-07 05:00:00+0000,596.0,490.0,0.0,211.0
2019-01-07 06:00:00+0000,558.0,501.0,0.0,213.0
2019-01-07 07:00:00+0000,531.0,406.0,0.0,211.0
2019-01-07 08:00:00+0000,516.0,374.0,0.0,213.0
2019-01-07 09:00:00+0000,541.0,389.0,0.0,210.0
2019-01-07 10:00:00+0000,542.0,407.0,0.0,214.0
2019-01-07 11:00:00+0000,530.0,407.0,0.0,213.0
2019-01-07 12:00:00+0000,538.0,402.0,0.0,216.0
2019-01-07 13:00:00+0000,558.0,417.0,0.0,214.0
2019-01-07 14:00:00+0000,528.0,458.0,0.0,213.0
2019-01-07 15:00:00+0000,523.0,441.0,0.0,215.0
2019-01-07 16:00:00+0000,536.0,450.0,0.0,211.0
2019-01-07 17:00:00+0000,542.0,445.0,0.0,210.0
2019-01-07 18:00:00+0000,547.0,432.0,0.0,211.0
2019-01-07 19:00:00+0000,551.0,496.0,0.0,212.0
2019-01-07 20:00:00+0000,588.0,528.0,0.0,207.0
2019-01-07 21:00:00+0000,642.0,544.0,0.0,128.0
2019-01-07 22:00:00+0000,615.0,496.0,0.0,98.0
2019-01-07 23:00:00+0000,626.0,397.0,0.0,0.0
2019-01-08 00:00:00+0000,648.0,315.0,0.0,0.0
2019-01-08 01:00:00+0000,619.0,344.0,0.0,0.0
2019-01-08 02:00:00+0000,615.0,334.0,0.0,0.0
2019-01-08 03:00:00+0000,594.0,408.0,0.0,0.0
2019-01-08 04:00:00+0000,558.0,631.0,0.0,0.0
2019-01-08 05:00:00+0000,433.0,523.0,0.0,0.0
2019-01-08 06:00:00+0000,389.0,708.0,0.0,0.0
2019-01-08 07:00:00+0000,370.0,632.0,0.0,0.0
2019-01-08 08:00:00+0000,345.0,630.0,0.0,0.0
2019-01-08 09:00:00+0000,378.0,604.0,0.0,0.0
2019-01-08 10:00:00+0000,396.0,589.0,0.0,0.0
2019-01-08 11:00:00+0000,387.0,554.0,0.0,0.0
2019-01-08 12:00:00+0000,390.0,536.0,0.0,0.0
2019-01-08 13:00:00+0000,380.0,547.0,0.0,0.0
2019-01-08 14:00:00+0000,387.0,551.0,0.0,0.0
2019-01-08 15:00:00+0000,361.0,569.0,0.0,0.0
2019-01-08 16:00:00+0000,373.0,539.0,0.0,0.0
2019-01-08 17:00:00+0000,356.0,505.0,0.0,0.0
2019-01-08 18:00:00+0000,371.0,454.0,0.0,0.0
2019-01-08 19:00:00+0000,417.0,425.0,0.0,0.0
2019-01-08 20:00:00+0000,442.0,424.0,0.0,0.0
2019-01-08 21:00:00+0000,434.0,527.0,0.0,0.0
2019-01-08 22:00:00+0000,442.0,435.0,0.0,0.0
2019-01-08 23:00:00+0000,597.0,451.0,0.0,0.0
2019-01-09 00:00:00+0000,594.0,424.0,0.0,0.0
2019-01-09 01:00:00+0000,594.0,439.0,0.0,0.0
2019-01-09 02:00:00+0000,582.0,443.0,0.0,0.0
2019-01-09 03:00:00+0000,546.0,479.0,0.0,0.0
2019-01-09 04:00:00+0000,538.0,556.0,0.0,0.0
2019-01-09 05:00:00+0000,415.0,474.0,0.0,0.0
2019-01-09 06:00:00+0000,373.0,538.0,0.0,0.0
2019-01-09 07:00:00+0000,321.0,535.0,0.0,0.0
2019-01-09 08:00:00+0000,296.0,548.0,0.0,0.0
2019-01-09 09:00:00+0000,323.0,548.0,0.0,0.0
2019-01-09 10:00:00+0000,357.0,531.0,0.0,0.0
2019-01-09 11:00:00+0000,357.0,505.0,0.0,0.0
2019-01-09 12:00:00+0000,368.0,481.0,0.0,0.0
2019-01-09 13:00:00+0000,375.0,477.0,0.0,0.0
2019-01-09 14:00:00+0000,345.0,480.0,0.0,0.0
2019-01-09 15:00:00+0000,336.0,457.0,0.0,0.0
2019-01-09 16:00:00+0000,349.0,435.0,0.0,0.0
2019-01-09 17:00:00+0000,359.0,418.0,0.0,0.0
2019-01-09 18:00:00+0000,390.0,322.0,0.0,0.0
2019-01-09 19:00:00+0000,408.0,326.0,0.0,0.0
2019-01-09 20:00:00+0000,475.0,334.0,0.0,0.0
2019-01-09 21:00:00+0000,497.0,323.0,0.0,0.0
2019-01-09 22:00:00+0000,582.0,344.0,0.0,0.0
2019-01-09 23:00:00+0000,618.0,211.0,0.0,0.0
2019-01-10 00:00:00+0000,689.0,200.0,0.0,0.0
2019-01-10 01:00:00+0000,685.0,183.0,0.0,0.0
2019-01-10 02:00:00+0000,718.0,198.0,0.0,0.0
2019-01-10 03:00:00+0000,699.0,208.0,0.0,0.0
2019-01-10 04:00:00+0000,674.0,263.0,0.0,0.0
2019-01-10 05:00:00+0000,396.0,359.0,0.0,0.0
2019-01-10 06:00:00+0000,327.0,295.0,0.0,0.0
2019-01-10 07:00:00+0000,259.0,312.0,0.0,0.0
2019-01-10 08:00:00+0000,257.0,340.0,0.0,0.0
2019-01-10 09:00:00+0000,249.0,372.0,0.0,0.0
2019-01-10 10:00:00+0000,281.0,304.0,0.0,0.0
2019-01-10 11:00:00+0000,253.0,328.0,0.0,0.0
2019-01-10 12:00:00+0000,220.0,354.0,0.0,0.0
2019-01-10 13:00:00+0000,206.0,398.0,0.0,0.0
2019-01-10 14:00:00+0000,209.0,418.0,0.0,0.0
2019-01-10 15:00:00+0000,209.0,403.0,0.0,0.0
2019-01-10 16:00:00+0000,232.0,403.0,0.0,0.0
2019-01-10 17:00:00+0000,226.0,411.0,0.0,0.0
2019-01-10 18:00:00+0000,232.0,376.0,0.0,0.0
2019-01-10 19:00:00+0000,292.0,433.0,0.0,0.0
2019-01-10 20:00:00+0000,402.0,387.0,0.0,0.0
2019-01-10 21:00:00+0000,407.0,509.0,0.0,0.0
2019-01-10 22:00:00+0000,592.0,425.0,0.0,0.0
2019-01-10 23:00:00+0000,585.0,510.0,0.0,82.0
2019-01-11 00:00:00+0000,560.0,531.0,0.0,112.0
2019-01-11 01:00:00+0000,530.0,446.0,0.0,130.0
2019-01-11 02:00:00+0000,533.0,410.0,0.0,139.0
2019-01-11 03:00:00+0000,560.0,416.0,0.0,139.0
2019-01-11 04:00:00+0000,491.0,463.0,0.0,141.0
2019-01-11 05:00:00+0000,387.0,438.0,0.0,136.0
2019-01-11 06:00:00+0000,385.0,384.0,0.0,137.0
2019-01-11 07:00:00+0000,344.0,377.0,0.0,137.0
2019-01-11 08:00:00+0000,328.0,349.0,0.0,135.0
2019-01-11 09:00:00+0000,324.0,346.0,0.0,138.0
2019-01-11 10:00:00+0000,330.0,339.0,0.0,137.0
2019-01-11 11:00:00+0000,324.0,330.0,0.0,136.0
2019-01-11 12:00:00+0000,338.0,325.0,0.0,139.0
2019-01-11 13:00:00+0000,346.0,377.0,0.0,139.0
2019-01-11 14:00:00+0000,339.0,399.0,0.0,139.0
2019-01-11 15:00:00+0000,299.0,398.0,0.0,139.0
2019-01-11 16:00:00+0000,315.0,464.0,0.0,140.0
2019-01-11 17:00:00+0000,300.0,484.0,0.0,140.0
2019-01-11 18:00:00+0000,290.0,518.0,0.0,140.0
2019-01-11 19:00:00+0000,282.0,534.0,0.0,141.0
2019-01-11 20:00:00+0000,356.0,552.0,0.0,139.0
2019-01-11 21:00:00+0000,389.0,572.0,0.0,141.0
2019-01-11 22:00:00+0000,559.0,592.0,0.0,139.0
2019-01-11 23:00:00+0000,559.0,681.0,0.0,200.0
2019-01-12 00:00:00+0000,573.0,646.0,0.0,206.0
2019-01-12 01:00:00+0000,575.0,610.0,0.0,208.0
2019-01-12 02:00:00+0000,540.0,534.0,0.0,206.0
2019-01-12 03:00:00+0000,551.0,516.0,0.0,210.0
2019-01-12 04:00:00+0000,522.0,551.0,0.0,210.0
2019-01-12 05:00:00+0000,467.0,544.0,0.0,209.0
2019-01-12 06:00:00+0000,420.0,569.0,0.0,210.0
2019-01-12 07:00:00+0000,416.0,539.0,0.0,209.0
2019-01-12 08:00:00+0000,424.0,474.0,0.0,210.0
2019-01-12 09:00:00+0000,459.0,431.0,0.0,209.0
2019-01-12 10:00:00+0000,475.0,398.0,0.0,209.0
2019-01-12 11:00:00+0000,461.0,390.0,0.0,210.0
2019-01-12 12:00:00+0000,450.0,415.0,0.0,209.0
2019-01-12 13:00:00+0000,457.0,448.0,0.0,209.0
2019-01-12 14:00:00+0000,439.0,513.0,0.0,210.0
2019-01-12 15:00:00+0000,412.0,481.0,0.0,210.0
2019-01-12 16:00:00+0000,431.0,479.0,0.0,209.0
2019-01-12 17:00:00+0000,424.0,488.0,0.0,207.0
2019-01-12 18:00:00+0000,440.0,494.0,0.0,210.0
2019-01-12 19:00:00+0000,455.0,503.0,0.0,211.0
2019-01-12 20:00:00+0000,457.0,529.0,0.0,207.0
2019-01-12 21:00:00+0000,475.0,582.0,0.0,208.0
2019-01-12 22:00:00+0000,377.0,543.0,0.0,209.0
2019-01-12 23:00:00+0000,404.0,568.0,0.0,210.0
2019-01-13 00:00:00+0000,446.0,587.0,0.0,209.0
2019-01-13 01:00:00+0000,472.0,566.0,0.0,213.0
2019-01-13 02:00:00+0000,464.0,540.0,0.0,213.0
2019-01-13 03:00:00+0000,462.0,546.0,0.0,209.0
2019-01-13 04:00:00+0000,419.0,575.0,0.0,207.0
2019-01-13 05:00:00+0000,383.0,590.0,0.0,211.0
2019-01-13 06:00:00+0000,383.0,553.0,0.0,214.0
2019-01-13 07:00:00+0000,421.0,537.0,0.0,211.0
2019-01-13 08:00:00+0000,435.0,435.0,0.0,208.0
2019-01-13 09:00:00+0000,475.0,379.0,0.0,208.0
2019-01-13 10:00:00+0000,470.0,371.0,0.0,208.0
2019-01-13 11:00:00+0000,459.0,447.0,0.0,205.0
2019-01-13 12:00:00+0000,447.0,463.0,0.0,210.0
2019-01-13 13:00:00+0000,464.0,513.0,0.0,209.0
2019-01-13 14:00:00+0000,455.0,558.0,0.0,208.0
2019-01-13 15:00:00+0000,459.0,605.0,0.0,208.0
2019-01-13 16:00:00+0000,520.0,594.0,0.0,206.0
2019-01-13 17:00:00+0000,518.0,603.0,0.0,205.0
2019-01-13 18:00:00+0000,562.0,572.0,0.0,207.0
2019-01-13 19:00:00+0000,599.0,513.0,0.0,210.0
2019-01-13 20:00:00+0000,609.0,487.0,0.0,211.0
2019-01-13 21:00:00+0000,582.0,484.0,0.0,211.0
2019-01-13 22:00:00+0000,549.0,419.0,0.0,211.0
2019-01-13 23:00:00+0000,483.0,533.0,0.0,212.0
2019-01-14 00:00:00+0000,524.0,482.0,0.0,211.0
2019-01-14 01:00:00+0000,515.0,502.0,0.0,208.0
2019-01-14 02:00:00+0000,514.0,491.0,0.0,208.0
2019-01-14 03:00:00+0000,530.0,519.0,0.0,204.0
2019-01-14 04:00:00+0000,503.0,520.0,0.0,213.0
2019-01-14 05:00:00+0000,547.0,498.0,0.0,214.0
2019-01-14 06:00:00+0000,508.0,480.0,0.0,209.0
2019-01-14 07:00:00+0000,463.0,526.0,0.0,213.0
2019-01-14 08:00:00+0000,440.0,548.0,0.0,212.0
2019-01-14 09:00:00+0000,448.0,552.0,0.0,210.0
2019-01-14 10:00:00+0000,455.0,577.0,0.0,213.0
2019-01-14 11:00:00+0000,451.0,566.0,0.0,214.0
2019-01-14 12:00:00+0000,482.0,566.0,0.0,213.0
2019-01-14 13:00:00+0000,512.0,482.0,0.0,214.0
2019-01-14 14:00:00+0000,515.0,482.0,0.0,211.0
2019-01-14 15:00:00+0000,519.0,458.0,0.0,212.0
2019-01-14 16:00:00+0000,525.0,463.0,0.0,214.0
2019-01-14 17:00:00+0000,506.0,466.0,0.0,213.0
2019-01-14 18:00:00+0000,516.0,409.0,0.0,214.0
2019-01-14 19:00:00+0000,506.0,424.0,0.0,215.0
2019-01-14 20:00:00+0000,564.0,383.0,0.0,212.0
2019-01-14 21:00:00+0000,562.0,454.0,0.0,211.0
2019-01-14 22:00:00+0000,540.0,348.0,0.0,211.0
2019-01-14 23:00:00+0000,497.0,385.0,0.0,212.0
2019-01-15 00:00:00+0000,536.0,393.0,0.0,212.0
2019-01-15 01:00:00+0000,516.0,337.0,0.0,208.0
2019-01-15 02:00:00+0000,530.0,263.0,0.0,212.0
2019-01-15 03:00:00+0000,509.0,305.0,0.0,208.0
2019-01-15 04:00:00+0000,466.0,457.0,0.0,130.0
2019-01-15 05:00:00+0000,477.0,410.0,0.0,141.0
2019-01-15 06:00:00+0000,506.0,446.0,0.0,148.0
2019-01-15 07:00:00+0000,456.0,428.0,0.0,150.0
2019-01-15 08:00:00+0000,437.0,411.0,0.0,149.0
2019-01-15 09:00:00+0000,407.0,418.0,0.0,147.0
2019-01-15 10:00:00+0000,389.0,402.0,0.0,147.0
2019-01-15 11:00:00+0000,407.0,391.0,0.0,148.0
2019-01-15 12:00:00+0000,429.0,365.0,0.0,147.0
2019-01-15 13:00:00+0000,413.0,393.0,0.0,147.0
2019-01-15 14:00:00+0000,406.0,422.0,0.0,146.0
2019-01-15 15:00:00+0000,405.0,396.0,0.0,145.0
2019-01-15 16:00:00+0000,397.0,382.0,0.0,145.0
2019-01-15 17:00:00+0000,375.0,402.0,0.0,144.0
2019-01-15 18:00:00+0000,390.0,357.0,0.0,145.0
2019-01-15 19:00:00+0000,436.0,317.0,0.0,146.0
2019-01-15 20:00:00+0000,508.0,312.0,0.0,144.0
2019-01-15 21:00:00+0000,518.0,334.0,0.0,144.0
2019-01-15 22:00:00+0000,503.0,387.0,0.0,146.0
2019-01-15 23:00:00+0000,443.0,500.0,0.0,150.0
2019-01-16 00:00:00+0000,517.0,487.0,0.0,147.0
2019-01-16 01:00:00+0000,559.0,441.0,0.0,149.0
2019-01-16 02:00:00+0000,587.0,381.0,0.0,149.0
2019-01-16 03:00:00+0000,572.0,374.0,0.0,146.0
2019-01-16 04:00:00+0000,463.0,492.0,0.0,149.0
2019-01-16 05:00:00+0000,498.0,462.0,0.0,150.0
2019-01-16 06:00:00+0000,486.0,407.0,0.0,150.0
2019-01-16 07:00:00+0000,452.0,400.0,0.0,150.0
2019-01-16 08:00:00+0000,456.0,396.0,0.0,147.0
2019-01-16 09:00:00+0000,460.0,359.0,0.0,148.0
2019-01-16 10:00:00+0000,473.0,382.0,0.0,148.0
2019-01-16 11:00:00+0000,488.0,380.0,0.0,149.0
2019-01-16 12:00:00+0000,503.0,376.0,0.0,149.0
2019-01-16 13:00:00+0000,505.0,374.0,0.0,147.0
2019-01-16 14:00:00+0000,502.0,399.0,0.0,147.0
2019-01-16 15:00:00+0000,479.0,430.0,0.0,148.0
2019-01-16 16:00:00+0000,503.0,441.0,0.0,148.0
2019-01-16 17:00:00+0000,481.0,478.0,0.0,148.0
2019-01-16 18:00:00+0000,484.0,474.0,0.0,147.0
2019-01-16 19:00:00+0000,488.0,527.0,0.0,146.0
2019-01-16 20:00:00+0000,522.0,542.0,0.0,149.0
2019-01-16 21:00:00+0000,562.0,543.0,0.0,147.0
2019-01-16 22:00:00+0000,563.0,564.0,0.0,148.0
2019-01-16 23:00:00+0000,518.0,672.0,0.0,211.0
2019-01-17 00:00:00+0000,514.0,687.0,0.0,214.0
2019-01-17 01:00:00+0000,491.0,681.0,0.0,210.0
2019-01-17 02:00:00+0000,495.0,671.0,0.0,209.0
2019-01-17 03:00:00+0000,481.0,725.0,0.0,211.0
2019-01-17 04:00:00+0000,491.0,731.0,0.0,214.0
2019-01-17 05:00:00+0000,523.0,597.0,0.0,213.0
2019-01-17 06:00:00+0000,472.0,516.0,0.0,214.0
2019-01-17 07:00:00+0000,58.0,339.0,0.0,213.0
2019-01-17 08:00:00+0000,28.0,308.0,0.0,210.0
2019-01-17 09:00:00+0000,1.0,359.0,0.0,210.0
2019-01-17 10:00:00+0000,0.0,387.0,0.0,211.0
2019-01-17 11:00:00+0000,0.0,379.0,0.0,214.0
2019-01-17 12:00:00+0000,41.0,395.0,0.0,215.0
2019-01-17 13:00:00+0000,395.0,604.0,0.0,214.0
2019-01-17 14:00:00+0000,402.0,572.0,0.0,211.0
2019-01-17 15:00:00+0000,385.0,589.0,0.0,210.0
2019-01-17 16:00:00+0000,409.0,567.0,0.0,209.0
2019-01-17 17:00:00+0000,419.0,561.0,0.0,211.0
2019-01-17 18:00:00+0000,456.0,538.0,0.0,212.0
2019-01-17 19:00:00+0000,447.0,535.0,0.0,213.0
2019-01-17 20:00:00+0000,506.0,523.0,0.0,210.0
2019-01-17 21:00:00+0000,519.0,518.0,0.0,205.0
2019-01-17 22:00:00+0000,493.0,465.0,0.0,214.0
2019-01-17 23:00:00+0000,592.0,480.0,0.0,215.0
2019-01-18 00:00:00+0000,644.0,422.0,0.0,209.0
2019-01-18 01:00:00+0000,637.0,436.0,0.0,210.0
2019-01-18 02:00:00+0000,618.0,476.0,0.0,210.0
2019-01-18 03:00:00+0000,585.0,581.0,0.0,211.0
2019-01-18 04:00:00+0000,521.0,734.0,0.0,212.0
2019-01-18 05:00:00+0000,438.0,649.0,0.0,212.0
2019-01-18 06:00:00+0000,434.0,634.0,0.0,213.0
2019-01-18 07:00:00+0000,396.0,634.0,0.0,214.0
2019-01-18 08:00:00+0000,398.0,544.0,0.0,211.0
2019-01-18 09:00:00+0000,428.0,541.0,0.0,208.0
2019-01-18 10:00:00+0000,440.0,565.0,0.0,208.0
2019-01-18 11:00:00+0000,427.0,554.0,0.0,210.0
2019-01-18 12:00:00+0000,431.0,542.0,0.0,211.0
2019-01-18 13:00:00+0000,433.0,596.0,0.0,209.0
2019-01-18 14:00:00+0000,419.0,549.0,0.0,213.0
2019-01-18 15:00:00+0000,406.0,543.0,0.0,215.0
2019-01-18 16:00:00+0000,380.0,526.0,0.0,212.0
2019-01-18 17:00:00+0000,432.0,583.0,0.0,214.0
2019-01-18 18:00:00+0000,473.0,506.0,0.0,206.0
2019-01-18 19:00:00+0000,514.0,490.0,0.0,211.0
2019-01-18 20:00:00+0000,588.0,572.0,0.0,210.0
2019-01-18 21:00:00+0000,656.0,618.0,0.0,207.0
2019-01-18 22:00:00+0000,664.0,568.0,0.0,208.0
2019-01-18 23:00:00+0000,619.0,513.0,0.0,207.0
2019-01-19 00:00:00+0000,645.0,453.0,0.0,208.0
2019-01-19 01:00:00+0000,649.0,441.0,0.0,207.0
2019-01-19 02:00:00+0000,620.0,432.0,0.0,206.0
2019-01-19 03:00:00+0000,595.0,463.0,0.0,206.0
2019-01-19 04:00:00+0000,557.0,513.0,0.0,207.0
2019-01-19 05:00:00+0000,511.0,493.0,0.0,207.0
